rownum,CUI1,CUI2,ce
0,C0035078,C0035078,1.0
1,C0018787,C0027061,0.0014304141514003277
2,C0038454,C0021308,0.02198089100420475
3,C0156543,C0000786,0.11893514543771744
4,C0011253,C0036341,0.1447402983903885
5,C0018802,C0034063,0.05592203885316849
6,C0027627,C0001418,0.1171918585896492
7,C0175895,C0009814,0.14947763085365295
8,C0011991,C0344375,0.162941575050354
9,C0026269,C0004238,0.12015078961849213
10,C0024117,C0024109,-0.09073320776224136
11,C0003873,C0409974,-0.13668504357337952
12,C0006118,C0151699,0.23773732781410217
13,C0007286,C0029408,0.14540836215019226
14,C0011849,C0020538,0.25555673241615295
15,C0702166,C0039142,-0.08633293211460114
16,C0003232,C0020517,0.02766306884586811
17,C0010137,C0086511,0.07626138627529144
18,C0034065,C0027051,0.1797015517950058
19,C0034069,C0242379,-0.10071113705635071
20,C0206698,C0009378,0.22155092656612396
21,C0333997,C0007107,0.20015913248062134
22,C0026769,C0033975,-0.03390208259224892
23,C0003615,C0029456,0.09294147789478302
24,C0034877,C0003483,0.10001397132873535
25,C0043352,C0023891,-0.17347557842731476
26,C0030920,C0027092,-0.1084926426410675
27,C0011581,C0007642,0.24620383977890015
28,C0042345,C0224701,0.16114917397499084
29,C0020473,C0027627,0.25582724809646606
