,sno,CUI1,CUI2
0,0,C2745387,C3595758
1,1,C1113910,C3654306
2,2,C1143132,C1689698
3,3,C0880941,C3625712
4,4,C1890211,C3788268
5,5,C0733646,C3465620
6,6,C1000663,C3777397
7,7,C1195569,C2774249
8,8,C0435492,C1819628
9,9,C1067800,C2287206
10,10,C0534917,C3770119
11,11,C3902048,C4004795
12,12,C1212708,C3623709
13,13,C1823834,C3263087
14,14,C3218527,C3808285
15,15,C1936293,C3331929
16,16,C1455575,C3344311
17,17,C1427504,C4000484
18,18,C0503854,C2510510
19,19,C1543476,C1874492
20,20,C1035252,C1588597
21,21,C3224874,C3604619
22,22,C2579038,C2687723
23,23,C0833378,C2448982
24,24,C3049249,C3642211
25,25,C1419738,C3946006
26,26,C1988830,C3626770
27,27,C3071271,C3486487
28,28,C0971199,C1544251
29,29,C0035428,C1525035
30,30,C2274950,C3644513
31,31,C1722067,C3425865
32,32,C1673628,C3594312
33,33,C0078512,C1851211
34,34,C1544304,C2778876
35,35,C0212182,C1990366
36,36,C2313692,C2496969
37,37,C1207249,C1421923
38,38,C0881589,C1205711
39,39,C2539408,C2698338
40,40,C1028019,C3607830
41,41,C0643748,C0678677
42,42,C1203847,C1898361
43,43,C3798412,C3927460
44,44,C2448815,C3230493
45,45,C3023800,C3742628
46,46,C1201546,C2523219
47,47,C1308518,C1469093
48,48,C2414337,C2790844
49,49,C1683438,C3882637
50,50,C2415005,C3422460
51,51,C0550428,C1643256
52,52,C1831096,C2997183
53,53,C3717705,C3841830
54,54,C0499616,C1530808
55,55,C0920982,C0963316
56,56,C2274758,C3552071
57,57,C1749323,C3909912
58,58,C1624923,C2474037
59,59,C0452151,C3067304
60,60,C3652960,C3936250
61,61,C3031337,C3339562
62,62,C0178013,C1173467
63,63,C0752360,C2821625
64,64,C2283277,C3033267
65,65,C0556020,C1829578
66,66,C3245187,C3365597
67,67,C2570281,C2828127
68,68,C0492384,C1129497
69,69,C2936234,C3070409
