,sno,CUI1,CUI2
0,0,C1283851,C3048522
1,1,C0132512,C1062334
2,2,C2637540,C3584195
3,3,C1020973,C3219217
4,4,C2474077,C3121871
5,5,C0590082,C3097967
6,6,C1428060,C3748606
7,7,C0914915,C1646425
8,8,C0251546,C3577185
9,9,C2952038,C3307775
10,10,C0002527,C0878624
11,11,C3033325,C3043172
12,12,C1469185,C3488866
13,13,C0931589,C1313443
14,14,C3487345,C3911381
15,15,C1007792,C3343357
16,16,C2447058,C3365568
17,17,C2631449,C3764537
18,18,C1001105,C2314510
19,19,C2802535,C3954583
20,20,C0337255,C1131723
21,21,C1670362,C3031874
22,22,C1022038,C3570936
23,23,C0675681,C2368609
24,24,C0388187,C3390578
25,25,C1744020,C2927785
26,26,C0980588,C0982956
27,27,C1373175,C1484897
28,28,C0806085,C1869211
29,29,C1669598,C3773075
30,30,C0956606,C2511050
31,31,C0934718,C3247708
32,32,C3095491,C3135008
33,33,C1501092,C3935092
34,34,C0923305,C1910765
35,35,C2987692,C3362537
36,36,C2001781,C3922861
37,37,C2796752,C3658417
38,38,C1212414,C1864566
39,39,C1073796,C3310095
40,40,C2576697,C4037185
41,41,C2645562,C3906061
42,42,C0982577,C2300510
43,43,C1009413,C1493286
44,44,C0817640,C0832051
45,45,C1892083,C3820415
46,46,C1185545,C2975759
47,47,C0380779,C3932815
48,48,C0249645,C0644985
49,49,C2016255,C3656069
50,50,C3279792,C3713287
51,51,C2379395,C2620340
52,52,C2986315,C3117201
53,53,C1174101,C1978208
54,54,C1003879,C1919079
55,55,C1316573,C3372634
56,56,C2950368,C3340698
57,57,C0924408,C3449586
58,58,C1202356,C4022674
59,59,C3205808,C3431781
60,60,C1928888,C2535848
61,61,C3018924,C3392572
62,62,C3653993,C3908784
63,63,C0403216,C4011879
64,64,C2932193,C4025321
65,65,C2619735,C3590627
66,66,C3603117,C3721527
67,67,C1005438,C3240935
68,68,C1308047,C2493407
69,69,C2659814,C3488826
