,sno,CUI1,CUI2
0,0,C1193134,C3109582
1,1,C0412201,C3158903
2,2,C1600656,C1679512
3,3,C1284551,C2941050
4,4,C2239566,C2396831
5,5,C1435616,C3724688
6,6,C0237408,C2717923
7,7,C3477287,C3665683
8,8,C3006218,C3257559
9,9,C0067094,C3066028
10,10,C1825966,C3096839
11,11,C1037319,C3551952
12,12,C0609949,C1007472
13,13,C3089137,C3610602
14,14,C0961575,C2749143
15,15,C3631054,C3793546
16,16,C2263017,C3894189
17,17,C1704883,C2648836
18,18,C0108161,C2501309
19,19,C1488400,C2418255
20,20,C0525916,C1945749
21,21,C2716344,C4009471
22,22,C2989617,C3474527
23,23,C2661505,C3795645
24,24,C0268567,C1849524
25,25,C0968553,C3786505
26,26,C2270552,C3808309
27,27,C0282666,C1126945
28,28,C1494659,C3115409
29,29,C0710579,C3252677
30,30,C1235979,C3135050
31,31,C2802590,C3588175
32,32,C1636479,C2994036
33,33,C0394799,C2248503
34,34,C2473944,C3215679
35,35,C3814587,C3909292
36,36,C0607848,C1596656
37,37,C0829079,C1717504
38,38,C0665359,C2462123
39,39,C1092870,C1973936
40,40,C2492552,C4024020
41,41,C1698570,C3234973
42,42,C2366182,C2408645
43,43,C0882020,C2441988
44,44,C3259167,C3496281
45,45,C1074317,C3735057
46,46,C1503123,C3396840
47,47,C1561120,C1621920
48,48,C0865342,C2805789
49,49,C2440868,C2817681
50,50,C2413925,C3901218
51,51,C0059699,C1321592
52,52,C2579811,C3652885
53,53,C1413953,C2581827
54,54,C2938482,C3346476
55,55,C1167437,C3852569
56,56,C3123852,C3952269
57,57,C1429809,C1700396
58,58,C2002737,C3448820
59,59,C0916449,C3779733
60,60,C0551308,C3110806
61,61,C0823621,C3348252
62,62,C3421315,C3886063
63,63,C1120751,C3983570
64,64,C1455636,C1467133
65,65,C0498747,C2416014
66,66,C1057240,C1482603
67,67,C1183904,C1956718
68,68,C1220789,C1980960
69,69,C1371468,C2463835
