,sno,CUI1,CUI2
0,0,C1086824,C1366797
1,1,C0889847,C3378858
2,2,C0376344,C2708631
3,3,C1567140,C3351427
4,4,C0999696,C2345207
5,5,C1619600,C1932341
6,6,C2416640,C2622290
7,7,C1249792,C2461681
8,8,C1025183,C1071493
9,9,C2775577,C3349263
10,10,C2361887,C2598237
11,11,C3280543,C3381870
12,12,C1010870,C3029776
13,13,C1281909,C3937610
14,14,C1559059,C3113530
15,15,C2685984,C3982621
16,16,C1101192,C1987987
17,17,C1426733,C4023837
18,18,C0640399,C1945698
19,19,C2819928,C3427987
20,20,C1607618,C3907480
21,21,C0084931,C1543240
22,22,C1511987,C2978345
23,23,C1436957,C1663643
24,24,C2287852,C3442121
25,25,C0613664,C2522909
26,26,C1614097,C3379388
27,27,C0752464,C1496232
28,28,C0159411,C2337024
29,29,C3896316,C3955931
30,30,C0045192,C4013185
31,31,C0970283,C1188476
32,32,C1042328,C3246590
33,33,C0942490,C3743239
34,34,C0039498,C0602571
35,35,C0922162,C3068594
36,36,C0605109,C1883633
37,37,C0835075,C2268333
38,38,C1646573,C3911602
39,39,C1226787,C3950493
40,40,C1514496,C1663363
41,41,C1477070,C1551068
42,42,C0982259,C3048777
43,43,C2696363,C3122037
44,44,C3176130,C3804436
45,45,C0151177,C1823179
46,46,C2249257,C3796874
47,47,C0066471,C0670599
48,48,C1841028,C3993711
49,49,C0726995,C0952663
50,50,C1013221,C2488509
51,51,C0539156,C1148900
52,52,C2659029,C2930532
53,53,C2303954,C2949632
54,54,C0044695,C1681942
55,55,C0295546,C2301088
56,56,C3007585,C3318662
57,57,C1705106,C3102988
58,58,C0503445,C3933232
59,59,C0913488,C2935859
60,60,C0971310,C1851403
61,61,C1458290,C2798573
62,62,C1222976,C2268955
63,63,C3211144,C3413891
64,64,C1818991,C2616217
65,65,C2610132,C3360610
66,66,C1608728,C1714870
67,67,C2482329,C3044624
68,68,C0701370,C3019746
69,69,C3052046,C3590477
