,sno,CUI1,CUI2
0,0,C0252002,C3925692
1,1,C0240476,C2616970
2,2,C1010411,C3983748
3,3,C2468546,C3610710
4,4,C0380846,C3081678
5,5,C0211832,C0259787
6,6,C0206049,C1261100
7,7,C0601080,C1461641
8,8,C1658147,C1923873
9,9,C2735360,C4014051
10,10,C2360777,C2388339
11,11,C2399890,C3561233
12,12,C3162609,C3740315
13,13,C1527099,C3230740
14,14,C0161617,C0921118
15,15,C2615918,C3364965
16,16,C2423875,C3659685
17,17,C0532926,C2817293
18,18,C1721022,C3447547
19,19,C2746518,C3231322
20,20,C2816637,C3123747
21,21,C3441561,C3842290
22,22,C3639719,C3642453
23,23,C0025619,C4034916
24,24,C1548693,C3844244
25,25,C0152179,C2773656
26,26,C0366221,C4035269
27,27,C1043871,C2806116
28,28,C1042893,C3259241
29,29,C1415745,C3114695
30,30,C2657200,C2729723
31,31,C2492825,C3728311
32,32,C2723078,C3176076
33,33,C2772485,C2918716
34,34,C0112125,C1528670
35,35,C1596377,C3424526
36,36,C1367579,C3044345
37,37,C2326222,C2715806
38,38,C3660462,C4036345
39,39,C0456477,C0999298
40,40,C1480042,C3172029
41,41,C0448689,C1912017
42,42,C0926158,C3720300
43,43,C2737010,C3276553
44,44,C1625475,C3030996
45,45,C1897198,C2302740
46,46,C1441070,C3748260
47,47,C1173197,C3530225
48,48,C1327295,C3223284
49,49,C0556614,C3611035
50,50,C0156526,C3665615
51,51,C1571492,C3984660
52,52,C0651149,C1566628
53,53,C0284209,C3416482
54,54,C2439178,C3746533
55,55,C0292520,C3720937
56,56,C1064039,C3770807
57,57,C1181457,C3016561
58,58,C1973473,C3756393
59,59,C0389309,C3766482
60,60,C1670633,C3043910
61,61,C2575660,C3652094
62,62,C3408999,C3968687
63,63,C0326769,C0828145
64,64,C1709935,C2325454
65,65,C1221410,C1327861
66,66,C0827459,C3854293
67,67,C2687951,C3786485
68,68,C2588723,C3643177
69,69,C1924040,C2449236
