,sno,CUI1,CUI2
0,0,C2580804,C3055209
1,1,C1690667,C2286817
2,2,C1003138,C1030394
3,3,C3135961,C4046563
4,4,C2338896,C3807883
5,5,C1673272,C1819081
6,6,C3393512,C3655719
7,7,C3443955,C4000564
8,8,C2989900,C3624449
9,9,C2642229,C3542335
10,10,C0736766,C1682623
11,11,C0260661,C1077750
12,12,C1062258,C1993239
13,13,C1200274,C3865147
14,14,C1611549,C3438102
15,15,C1070011,C3739400
16,16,C0552091,C2548258
17,17,C0975068,C3542198
18,18,C0691258,C3006320
19,19,C1838504,C2620654
20,20,C1501756,C1902946
21,21,C2990766,C3579067
22,22,C1115275,C3398524
23,23,C0239271,C3905326
24,24,C1923508,C3997094
25,25,C1334322,C3819401
26,26,C3800624,C3955445
27,27,C1481478,C3788303
28,28,C0962124,C3368120
29,29,C1371043,C2667225
30,30,C0037271,C3457299
31,31,C3256587,C3713694
32,32,C0929251,C2387718
33,33,C1586074,C4005356
34,34,C3003133,C3009194
35,35,C0766548,C0816770
36,36,C1047731,C1176694
37,37,C1546603,C3733473
38,38,C1415359,C3104389
39,39,C1005966,C3268053
40,40,C1851965,C3945737
41,41,C1575153,C3926901
42,42,C1308278,C1524488
43,43,C0764664,C1493667
44,44,C1311313,C3004024
45,45,C0994197,C1549474
46,46,C1095217,C2484407
47,47,C0911957,C2460764
48,48,C2243486,C3062336
49,49,C1223606,C2640902
50,50,C1000799,C2574963
51,51,C0324830,C2418300
52,52,C0299672,C2521024
53,53,C1462269,C1815496
54,54,C1597653,C3100353
55,55,C0291859,C1548403
56,56,C1631444,C3695944
57,57,C0683423,C1983889
58,58,C2802994,C3700690
59,59,C1919259,C2934290
60,60,C1047387,C3652945
61,61,C1085692,C3964533
62,62,C2813689,C3410060
63,63,C0160909,C1935495
64,64,C0873529,C3273211
65,65,C1920144,C3643124
66,66,C0036760,C0356631
67,67,C0851294,C3829217
68,68,C1666497,C2288634
69,69,C0454366,C3827137
