,sno,CUI1,CUI2
0,0,C1200098,C1414438
1,1,C1624900,C3272769
2,2,C2767685,C3419493
3,3,C0826929,C3432442
4,4,C2661272,C2755721
5,5,C1114790,C3586456
6,6,C1934977,C2501999
7,7,C1553923,C3004739
8,8,C0226348,C2794663
9,9,C2961427,C3742777
10,10,C2555563,C2668037
11,11,C2771880,C3976258
12,12,C0034375,C3363606
13,13,C1009345,C1207853
14,14,C0299798,C1901509
15,15,C0067747,C0799843
16,16,C0328845,C3536406
17,17,C2293148,C3231883
18,18,C0679800,C2676487
19,19,C0176038,C3608051
20,20,C0365146,C1069031
21,21,C0881309,C2742423
22,22,C1222220,C3037772
23,23,C0616206,C3828081
24,24,C1680591,C3764976
25,25,C1370310,C4045363
26,26,C0486288,C1436879
27,27,C0176599,C1112747
28,28,C0731061,C0958648
29,29,C0188591,C0767056
30,30,C0501121,C3829319
31,31,C2687596,C3811999
32,32,C3057001,C3759641
33,33,C1203391,C2926025
34,34,C0552910,C3364555
35,35,C1447212,C2812541
36,36,C1815679,C2921403
37,37,C1467807,C1975084
38,38,C1312938,C3925498
39,39,C3148864,C4036202
40,40,C2948571,C3912088
41,41,C1475822,C2779657
42,42,C3205211,C3544783
43,43,C2520357,C3640552
44,44,C1939279,C3554405
45,45,C0856954,C1679945
46,46,C3531271,C3733258
47,47,C0546530,C1025955
48,48,C0099851,C1251983
49,49,C0053562,C0600808
50,50,C0095121,C2411684
51,51,C0376587,C3814486
52,52,C0165387,C0892483
53,53,C1910959,C2411127
54,54,C1080726,C2536999
55,55,C1215726,C3385310
56,56,C1891688,C3445610
57,57,C1458523,C2267612
58,58,C1459221,C3956550
59,59,C1425409,C4006229
60,60,C0062188,C2634214
61,61,C0966319,C3571318
62,62,C2627830,C3327311
63,63,C0966579,C3043581
64,64,C3170140,C3585599
65,65,C2351994,C3576166
66,66,C1048830,C1995853
67,67,C0322009,C3993370
68,68,C0922911,C3083762
69,69,C1722436,C4023639
