,sno,CUI1,CUI2
0,0,C1458510,C1501335
1,1,C0998367,C2391435
2,2,C0236865,C1143716
3,3,C3027201,C3765193
4,4,C0337553,C0982385
5,5,C0366507,C3363923
6,6,C0318949,C3505937
7,7,C0154346,C3729487
8,8,C1491370,C3891106
9,9,C1957109,C3635931
10,10,C0362402,C0968143
11,11,C1675450,C3763052
12,12,C0887907,C1065018
13,13,C0709438,C3161168
14,14,C1211368,C3445138
15,15,C2550945,C3753885
16,16,C1017750,C3890017
17,17,C0086853,C1315612
18,18,C0173025,C0833210
19,19,C0260908,C0497658
20,20,C3109219,C3157958
21,21,C2626941,C3718620
22,22,C3556889,C3561505
23,23,C1546815,C2224568
24,24,C2256167,C3992557
25,25,C0993681,C1666182
26,26,C1511825,C2984309
27,27,C0101218,C2987480
28,28,C3212748,C3782711
29,29,C1688379,C1826559
30,30,C2622950,C3277137
31,31,C3006255,C3976460
32,32,C1052462,C1367963
33,33,C1823019,C3961118
34,34,C0084462,C3612752
35,35,C2643204,C2675196
36,36,C1447722,C2493318
37,37,C0248718,C0918286
38,38,C0616642,C3569852
39,39,C1220381,C3001784
40,40,C3393769,C3962147
41,41,C1147342,C1680910
42,42,C0365663,C3626824
43,43,C1552491,C2267569
44,44,C1860217,C3953489
45,45,C1992498,C3759882
46,46,C2432514,C3970324
47,47,C1053654,C1528520
48,48,C0498534,C0915291
49,49,C1216399,C1860244
50,50,C0159015,C3500829
51,51,C1314973,C2245528
52,52,C1496422,C3744346
53,53,C1838472,C2425213
54,54,C0271703,C3207055
55,55,C3252694,C3915751
56,56,C0319515,C3833165
57,57,C1196783,C2408693
58,58,C2454404,C3032334
59,59,C0321906,C1239468
60,60,C2821474,C3904323
61,61,C0034544,C3323797
62,62,C1698408,C3421035
63,63,C3505461,C3950550
64,64,C3592192,C3935411
65,65,C1565031,C3101949
66,66,C1076416,C1450693
67,67,C3493540,C3946664
68,68,C0911912,C1686746
69,69,C3268721,C3611791
