,sno,CUI1,CUI2
0,0,C1235724,C2459785
1,1,C0059743,C3611126
2,2,C1231640,C3907700
3,3,C2626229,C2685376
4,4,C0808162,C2794769
5,5,C2739999,C3698817
6,6,C0945924,C3028533
7,7,C2689440,C3278043
8,8,C3234787,C3540191
9,9,C1362089,C3529199
10,10,C1309645,C3887460
11,11,C1942224,C2526607
12,12,C0886962,C1003970
13,13,C0385389,C3602784
14,14,C1088580,C3130151
15,15,C2256541,C2683464
16,16,C0046230,C0935088
17,17,C0927020,C3237858
18,18,C1168490,C2756475
19,19,C1207865,C2276986
20,20,C0877523,C2566860
21,21,C1054112,C2515969
22,22,C1474884,C2708315
23,23,C0498320,C0735726
24,24,C1000347,C1316191
25,25,C0078505,C1649912
26,26,C1087124,C1187442
27,27,C2952583,C3010652
28,28,C1542287,C3153365
29,29,C0380851,C2799613
30,30,C2312067,C3620033
31,31,C1682363,C1959442
32,32,C0934088,C3333774
33,33,C0238147,C0735542
34,34,C2304321,C3265601
35,35,C0338234,C2929393
36,36,C1896703,C3165909
37,37,C3179559,C3427163
38,38,C2699657,C3368062
39,39,C2481167,C3215701
40,40,C1558112,C2239615
41,41,C3118285,C3173408
42,42,C1554398,C3917920
43,43,C1199910,C3723033
44,44,C0060053,C3125167
45,45,C1157976,C3992049
46,46,C1168904,C3883910
47,47,C1931974,C3211279
48,48,C1091421,C1190576
49,49,C1604888,C3332113
50,50,C0660284,C1233708
51,51,C1541314,C3822678
52,52,C2370528,C3219940
53,53,C0678472,C1064569
54,54,C1916290,C3831682
55,55,C1915175,C2447714
56,56,C2421100,C3101109
57,57,C3135435,C3653408
58,58,C0017638,C1569946
59,59,C3095672,C4023463
60,60,C2763977,C3632321
61,61,C2329254,C3408401
62,62,C2281503,C2781988
63,63,C2497143,C3039711
64,64,C1223133,C1368469
65,65,C2300324,C3252188
66,66,C1073100,C4011358
67,67,C0171970,C2562931
68,68,C1203670,C2395514
69,69,C0775055,C2294859
