,sno,CUI1,CUI2
0,0,C1309555,C2598406
1,1,C0958347,C2525660
2,2,C0499688,C3090602
3,3,C0763303,C3955754
4,4,C3117370,C3796085
5,5,C2614395,C3108500
6,6,C0159149,C3984316
7,7,C0023335,C2297412
8,8,C0599674,C3734571
9,9,C3384025,C3906082
10,10,C1305690,C4042870
11,11,C0362344,C1969327
12,12,C1430158,C1892842
13,13,C0701356,C2047076
14,14,C1849190,C4008065
15,15,C2532431,C3235560
16,16,C3045210,C3246468
17,17,C2620706,C3309461
18,18,C2607423,C3599790
19,19,C1707680,C3469955
20,20,C0505898,C0830616
21,21,C3242437,C3445489
22,22,C1622736,C2734039
23,23,C1044576,C2767433
24,24,C2476117,C3643109
25,25,C1248432,C2540294
26,26,C3434147,C3870177
27,27,C2696184,C3342678
28,28,C0646331,C3406127
29,29,C0923573,C1548123
30,30,C3911605,C3984448
31,31,C0803869,C3829721
32,32,C1491884,C2399993
33,33,C0923936,C1269529
34,34,C1983754,C3898924
35,35,C1930986,C3010708
36,36,C3319758,C3352415
37,37,C0707405,C3559207
38,38,C1954156,C2995903
39,39,C1679745,C1874317
40,40,C0102215,C3166386
41,41,C2807625,C3813110
42,42,C1972357,C3850339
43,43,C1902422,C2291761
44,44,C1429003,C2397789
45,45,C1598159,C3273508
46,46,C1173435,C3701121
47,47,C0857265,C2802435
48,48,C0323141,C2583381
49,49,C0941258,C2373558
50,50,C1881979,C3116519
51,51,C0013109,C2986078
52,52,C3010606,C3038485
53,53,C0803760,C2734628
54,54,C0030827,C1072197
55,55,C1438106,C1940954
56,56,C1640072,C2792177
57,57,C1526362,C2728118
58,58,C2299410,C3844434
59,59,C1175008,C1675996
60,60,C0969595,C3828978
61,61,C1193069,C1372302
62,62,C2577851,C3435933
63,63,C1858534,C2567859
64,64,C0820331,C0954662
65,65,C1682980,C3739401
66,66,C1957339,C2410675
67,67,C0666358,C1236382
68,68,C0152674,C3975530
69,69,C0812798,C2731460
