,sno,CUI1,CUI2
0,0,C0369878,C1865415
1,1,C1416321,C1933518
2,2,C2651714,C2743124
3,3,C2283239,C2649056
4,4,C0592005,C1506171
5,5,C1175571,C3792276
6,6,C1627874,C2954595
7,7,C2773514,C3429978
8,8,C1278823,C3906757
9,9,C0711551,C1100404
10,10,C1738254,C2445240
11,11,C0973997,C2690620
12,12,C0077261,C0631538
13,13,C1221109,C3718835
14,14,C2562334,C2699056
15,15,C1023001,C2273422
16,16,C1623563,C3418143
17,17,C0192122,C2654917
18,18,C3738265,C3933642
19,19,C1503866,C1836024
20,20,C0984241,C3253080
21,21,C0012569,C3104891
22,22,C1460774,C2806371
23,23,C0504300,C3240764
24,24,C0737299,C3550413
25,25,C1965452,C3937656
26,26,C0762463,C1317535
27,27,C3667659,C3964998
28,28,C0054291,C2825485
29,29,C0080759,C0669192
30,30,C2951211,C3533833
31,31,C3920876,C3932964
32,32,C2267737,C3048913
33,33,C0055447,C1999623
34,34,C0069322,C2531405
35,35,C1323356,C1666797
36,36,C2708030,C3922313
37,37,C1029943,C2762482
38,38,C0135989,C2412417
39,39,C1383986,C2989978
40,40,C0060800,C1079028
41,41,C2805767,C3359081
42,42,C1121313,C3748063
43,43,C1893529,C2717508
44,44,C1469808,C1487820
45,45,C1063149,C1335817
46,46,C0867533,C2781668
47,47,C0165775,C2628578
48,48,C2632842,C3940975
49,49,C3072305,C3416179
50,50,C1422877,C3173529
51,51,C1180240,C1835909
52,52,C1071292,C2451429
53,53,C3092549,C3656583
54,54,C3617486,C3812781
55,55,C2717167,C2982710
56,56,C0968069,C3406635
57,57,C3485160,C3492821
58,58,C0007888,C0929821
59,59,C0365859,C3796804
60,60,C2294815,C3726771
61,61,C0223286,C0655714
62,62,C3534649,C3630552
63,63,C3437929,C3643924
64,64,C1037480,C2497871
65,65,C0912219,C1126659
66,66,C1943675,C2939554
67,67,C1669089,C1977710
68,68,C0707492,C1888987
69,69,C1544897,C3433258
