,sno,CUI1,CUI2
0,0,C0124849,C1709114
1,1,C2281356,C3551674
2,2,C0918041,C2483248
3,3,C0795003,C3247821
4,4,C2755386,C3246168
5,5,C0366165,C1211555
6,6,C0065488,C3595352
7,7,C1041822,C1504876
8,8,C0164527,C4038537
9,9,C1505068,C2284394
10,10,C0799884,C2396142
11,11,C2542157,C3951053
12,12,C0803212,C2302526
13,13,C0538646,C1628150
14,14,C1204229,C3173122
15,15,C0383390,C2816836
16,16,C1459493,C3335593
17,17,C0739104,C0886829
18,18,C1291557,C2632810
19,19,C1511037,C3069032
20,20,C1012781,C1474338
21,21,C1521174,C1525393
22,22,C2633861,C2778251
23,23,C0082613,C0323498
24,24,C0958203,C1308391
25,25,C2639480,C3082005
26,26,C1222504,C1884398
27,27,C1650819,C3888302
28,28,C0211632,C0279975
29,29,C2273311,C2782433
30,30,C0701744,C3899062
31,31,C2276301,C3900833
32,32,C0661906,C0754946
33,33,C1896441,C2628429
34,34,C2406507,C3072037
35,35,C1310340,C2635374
36,36,C3749509,C3896132
37,37,C0962095,C1630317
38,38,C1442819,C3871901
39,39,C0963771,C1305618
40,40,C0346188,C3795946
41,41,C2425298,C3821984
42,42,C0164241,C3733607
43,43,C0989069,C3077149
44,44,C0820105,C1142886
45,45,C2311989,C2743657
46,46,C2801272,C3914509
47,47,C2938342,C3967000
48,48,C2359867,C3147895
49,49,C3438245,C3606816
50,50,C0721705,C1722860
51,51,C0893548,C0994796
52,52,C0057503,C1444754
53,53,C2961189,C3489469
54,54,C0002175,C3029919
55,55,C2390540,C3552734
56,56,C1146881,C3331030
57,57,C3416843,C3919199
58,58,C0043537,C3604957
59,59,C2288799,C2770905
60,60,C1700042,C2761289
61,61,C2962183,C3752581
62,62,C1935943,C3000287
63,63,C1121334,C1198012
64,64,C1628997,C3938995
65,65,C1983375,C2540245
66,66,C2799941,C3152879
67,67,C1077063,C1448379
68,68,C3487685,C3610356
69,69,C1486531,C2414046
