,sno,CUI1,CUI2
0,0,C1151632,C3572763
1,1,C0000608,C3377110
2,2,C1240540,C2381601
3,3,C1981689,C3651399
4,4,C0834474,C3492380
5,5,C1699409,C2345839
6,6,C1076799,C1430608
7,7,C0615180,C1574205
8,8,C0913493,C3596984
9,9,C3590031,C3796880
10,10,C0151737,C3154237
11,11,C3444282,C3536738
12,12,C1362094,C1541530
13,13,C0270541,C0747845
14,14,C2774597,C3036823
15,15,C0114437,C3869673
16,16,C1251416,C3619968
17,17,C1174087,C3575044
18,18,C1491013,C2535781
19,19,C1222669,C1317694
20,20,C0077018,C3743826
21,21,C0945560,C1832771
22,22,C0958393,C3978160
23,23,C1076388,C1324477
24,24,C0757917,C1867846
25,25,C3152907,C3495429
26,26,C0864579,C1657278
27,27,C0152163,C1313085
28,28,C1207500,C1926755
29,29,C2451008,C3550838
30,30,C3755720,C4016710
31,31,C1014116,C1601533
32,32,C0146965,C3484367
33,33,C1455229,C3415997
34,34,C0328262,C2517272
35,35,C0585105,C3382887
36,36,C2433802,C3383568
37,37,C1477553,C3063182
38,38,C0019707,C3851997
39,39,C1224069,C1826318
40,40,C0927784,C2393939
41,41,C3036667,C3958954
42,42,C3400951,C3487409
43,43,C3890083,C3907772
44,44,C1484065,C1650633
45,45,C1718285,C2298243
46,46,C2481065,C2733840
47,47,C1478420,C3219103
48,48,C1384121,C2339419
49,49,C2690484,C2943946
50,50,C0268077,C2467683
51,51,C0612149,C3570930
52,52,C3090693,C3913717
53,53,C3713609,C4013252
54,54,C3118571,C3148272
55,55,C0051794,C0191479
56,56,C0984857,C2293377
57,57,C2526833,C3395843
58,58,C1678842,C2969907
59,59,C2548690,C3635650
60,60,C1206264,C2281825
61,61,C0284658,C1431514
62,62,C0550404,C1649060
63,63,C2696872,C3748583
64,64,C1087908,C3025612
65,65,C0054701,C3795948
66,66,C0666253,C1665801
67,67,C0298897,C0934260
68,68,C1980999,C3429736
69,69,C1923947,C1954051
