,sno,CUI1,CUI2
0,0,C1419427,C2709172
1,1,C1833438,C3332853
2,2,C2298676,C3920102
3,3,C1323842,C3967704
4,4,C2548055,C3016298
5,5,C1936213,C2461532
6,6,C2697066,C3542635
7,7,C0365311,C3627081
8,8,C0827405,C3172267
9,9,C0714152,C1222001
10,10,C1175303,C1381153
11,11,C1515145,C2421650
12,12,C1883114,C3529176
13,13,C1042959,C3058554
14,14,C0324986,C1154855
15,15,C1281588,C2822453
16,16,C2990845,C4013410
17,17,C1710843,C3761458
18,18,C3121129,C3456497
19,19,C2497734,C2706725
20,20,C1927424,C3537171
21,21,C0908944,C3911998
22,22,C2540366,C3120252
23,23,C0595025,C1879686
24,24,C0043831,C1991642
25,25,C0826773,C3486228
26,26,C1025374,C2249938
27,27,C1029121,C3932528
28,28,C2256034,C2328126
29,29,C0373209,C0921333
30,30,C2953341,C3808127
31,31,C0710439,C3158737
32,32,C0974865,C3547839
33,33,C3055256,C3346197
34,34,C1226343,C3640788
35,35,C1940823,C3604753
36,36,C1853070,C3045892
37,37,C0828892,C3438542
38,38,C1660271,C4036743
39,39,C1907146,C3015058
40,40,C1850657,C3870428
41,41,C1947772,C2521283
42,42,C0282720,C1237041
43,43,C0954190,C1471939
44,44,C2486389,C2766651
45,45,C2280354,C3253327
46,46,C1920269,C3268102
47,47,C0559189,C2558778
48,48,C1203214,C3068688
49,49,C1647824,C3012089
50,50,C1362203,C3263353
51,51,C3021843,C3902991
52,52,C1152941,C3485117
53,53,C3456718,C3718719
54,54,C2530539,C3920396
55,55,C0159644,C0194778
56,56,C1091391,C2923676
57,57,C1970658,C2337630
58,58,C1870645,C3798263
59,59,C1161882,C2522953
60,60,C0177029,C3574437
61,61,C2366177,C3085044
62,62,C0737723,C2324063
63,63,C0940430,C2671571
64,64,C3379576,C3944770
65,65,C1677102,C1851602
66,66,C3209396,C3273967
67,67,C1020562,C3625072
68,68,C0764406,C1639339
69,69,C2558816,C3560625
