,sno,CUI1,CUI2
0,0,C2259768,C3780972
1,1,C0196674,C3258562
2,2,C0638842,C3447103
3,3,C1604872,C3556861
4,4,C0801290,C1423763
5,5,C0935826,C3918493
6,6,C0696972,C1634629
7,7,C0501483,C0973962
8,8,C2532636,C3912918
9,9,C0075696,C3981525
10,10,C1084391,C3149181
11,11,C1076281,C1897817
12,12,C0113068,C0524964
13,13,C0751071,C0852683
14,14,C3413348,C4034456
15,15,C0789159,C2458719
16,16,C1112166,C2653218
17,17,C3021816,C3032342
18,18,C1609360,C2997009
19,19,C0635224,C3092387
20,20,C1078803,C3372101
21,21,C2828475,C3414767
22,22,C0673054,C1539237
23,23,C1101119,C3783322
24,24,C2567625,C3772704
25,25,C0332452,C3393318
26,26,C0237440,C3955958
27,27,C0098172,C0552528
28,28,C1463429,C1655589
29,29,C1079225,C2493462
30,30,C2437688,C3074516
31,31,C0799557,C2449060
32,32,C0487619,C3484886
33,33,C0178573,C3777323
34,34,C3134444,C3720460
35,35,C0941594,C1924951
36,36,C1312648,C2599397
37,37,C2279978,C3788788
38,38,C0552482,C3414629
39,39,C0786187,C0794847
40,40,C1437847,C3015326
41,41,C0794550,C1499143
42,42,C2487306,C3471199
43,43,C1653194,C2532981
44,44,C1324061,C3894220
45,45,C1586279,C2537063
46,46,C2305480,C3376742
47,47,C3437632,C3559240
48,48,C0152308,C3472903
49,49,C2682469,C3808988
50,50,C1172005,C1742115
51,51,C0629050,C3984185
52,52,C0013121,C0890120
53,53,C0357315,C3778138
54,54,C0025147,C3559227
55,55,C3240400,C4012099
56,56,C1597732,C3622720
57,57,C1743843,C2729928
58,58,C0806628,C1625925
59,59,C0658240,C2657740
60,60,C1045524,C1099726
61,61,C1833829,C2608163
62,62,C1918153,C2974221
63,63,C1472756,C1521939
64,64,C0444901,C3698595
65,65,C2442996,C2944361
66,66,C0263143,C1881182
67,67,C3052751,C3123870
68,68,C0055565,C3228116
69,69,C0501173,C1170181
