,sno,CUI1,CUI2
0,0,C1865455,C2932507
1,1,C2442237,C2997741
2,2,C3032024,C3040906
3,3,C3309400,C3768844
4,4,C2666379,C4033039
5,5,C1242962,C3379227
6,6,C2565864,C2574401
7,7,C0497509,C4034390
8,8,C0238536,C2358132
9,9,C1062780,C2949137
10,10,C3024830,C3425365
11,11,C1439284,C1670550
12,12,C0856968,C1138499
13,13,C2762228,C3018690
14,14,C3327535,C3669096
15,15,C2391806,C3922764
16,16,C0017601,C1133757
17,17,C1068608,C3388948
18,18,C2770315,C3122648
19,19,C1246983,C3112630
20,20,C0401148,C3533461
21,21,C2536269,C2543138
22,22,C1222851,C1829570
23,23,C2498555,C3949343
24,24,C1235501,C2806097
25,25,C2327994,C2808180
26,26,C2325630,C2497230
27,27,C1889594,C3640626
28,28,C0299594,C2932015
29,29,C2334340,C3718980
30,30,C3548383,C4022405
31,31,C0241818,C1279481
32,32,C0052959,C0493451
33,33,C2989770,C3392325
34,34,C1551156,C1820186
35,35,C2351513,C3125105
36,36,C1490295,C2352588
37,37,C1441884,C3580414
38,38,C1551944,C1840004
39,39,C0379453,C2781014
40,40,C0227752,C1013451
41,41,C1920828,C2976656
42,42,C2309834,C2991940
43,43,C2774888,C3709445
44,44,C1034805,C3006451
45,45,C1091277,C3018294
46,46,C0531129,C3829162
47,47,C2489066,C2795568
48,48,C0457610,C3887612
49,49,C2437296,C3794078
50,50,C0626262,C2246740
51,51,C1069917,C2433633
52,52,C2936341,C3917748
53,53,C0827314,C2453629
54,54,C1720918,C3467989
55,55,C0294187,C1609297
56,56,C0301767,C1325525
57,57,C1886814,C2663587
58,58,C1312096,C2288608
59,59,C1427033,C2466264
60,60,C1008694,C2810870
61,61,C1173381,C3395078
62,62,C1067893,C2448648
63,63,C0889717,C1720377
64,64,C1517235,C1518315
65,65,C0694148,C1980172
66,66,C1512470,C1948614
67,67,C1039653,C2409519
68,68,C2451457,C3634502
69,69,C0228887,C3008942
