,sno,CUI1,CUI2
0,0,C0328934,C2716524
1,1,C0206648,C2657220
2,2,C2340092,C2466411
3,3,C0333118,C1187581
4,4,C0478655,C1993180
5,5,C2456665,C2994312
6,6,C1918894,C2715645
7,7,C1000398,C1098639
8,8,C1419091,C3371942
9,9,C0650899,C3126859
10,10,C1079600,C1192804
11,11,C0722176,C1066822
12,12,C2669968,C2716212
13,13,C1493136,C2302238
14,14,C2541071,C2775906
15,15,C0292961,C1496570
16,16,C3156294,C3959798
17,17,C0751383,C3490316
18,18,C0620284,C0655653
19,19,C0832121,C2247175
20,20,C1197131,C1930421
21,21,C1823002,C3638630
22,22,C2557374,C3119678
23,23,C2360393,C3054719
24,24,C3193045,C3743772
25,25,C3231906,C3418636
26,26,C0932633,C2770460
27,27,C0244120,C1901189
28,28,C0341325,C3234797
29,29,C0923211,C3452676
30,30,C0801093,C3114607
31,31,C0021573,C2445078
32,32,C0933544,C1680689
33,33,C2382289,C3850121
34,34,C2605007,C3372020
35,35,C1676257,C2540055
36,36,C3615721,C3853556
37,37,C2974871,C3004157
38,38,C2648618,C3465690
39,39,C3242200,C3564228
40,40,C0998517,C1624736
41,41,C1051708,C4047225
42,42,C0230179,C2292687
43,43,C2360664,C2514990
44,44,C0806552,C0872112
45,45,C1968405,C2289820
46,46,C2525511,C3628685
47,47,C0541068,C1039995
48,48,C0368980,C1084246
49,49,C1453004,C1840604
50,50,C1247090,C1671772
51,51,C0095247,C3574522
52,52,C3748408,C3762364
53,53,C1993355,C2548751
54,54,C0641360,C4014259
55,55,C1511788,C1518929
56,56,C0538900,C3916467
57,57,C3490597,C3633626
58,58,C1448511,C2712882
59,59,C2491092,C2818178
60,60,C3352011,C3491803
61,61,C1664797,C2773981
62,62,C3576228,C3977130
63,63,C1324370,C1912082
64,64,C0645976,C1627393
65,65,C2452996,C3738012
66,66,C0149245,C3121820
67,67,C1340469,C2449095
68,68,C2240565,C3401390
69,69,C1929482,C3859800
