,sno,CUI1,CUI2
0,0,C3389574,C3549135
1,1,C3348503,C3373113
2,2,C3560583,C3870546
3,3,C0940252,C2752450
4,4,C0507070,C2489842
5,5,C1042433,C3446389
6,6,C1554185,C3969700
7,7,C0206590,C2274237
8,8,C2445751,C2695497
9,9,C2405641,C2818260
10,10,C3310143,C3950401
11,11,C1174905,C3450616
12,12,C0162986,C3808745
13,13,C1052412,C3614845
14,14,C2281608,C2786212
15,15,C0266455,C3960159
16,16,C1240651,C1458276
17,17,C0881187,C3996147
18,18,C3057030,C3082455
19,19,C1371302,C3746429
20,20,C2724204,C2989014
21,21,C2629737,C4007956
22,22,C1843252,C3944027
23,23,C2635761,C2978981
24,24,C1690325,C3145864
25,25,C0930141,C2360626
26,26,C1438521,C3629316
27,27,C1848366,C4047207
28,28,C0723175,C3783017
29,29,C1887485,C2799518
30,30,C0634531,C2518072
31,31,C1825839,C2736069
32,32,C0722597,C2357122
33,33,C0251558,C1519257
34,34,C0057046,C2273756
35,35,C3383360,C3491398
36,36,C1072826,C3482708
37,37,C2807021,C3346553
38,38,C0083004,C2788517
39,39,C2940957,C3487357
40,40,C0944177,C3789740
41,41,C1501874,C2651619
42,42,C1043355,C1115400
43,43,C2676508,C3442492
44,44,C1460505,C1852136
45,45,C2781841,C3219492
46,46,C3465767,C3759619
47,47,C2976353,C4033318
48,48,C1641959,C2931537
49,49,C1113933,C3716040
50,50,C0814881,C2991483
51,51,C1840544,C2638429
52,52,C1626453,C3365870
53,53,C0997066,C1879011
54,54,C2526838,C3624543
55,55,C2753395,C3152752
56,56,C0967790,C2460630
57,57,C0800189,C1994439
58,58,C0868129,C1559175
59,59,C1470667,C2800165
60,60,C1093963,C3901623
61,61,C3737960,C3971595
62,62,C1711188,C2314915
63,63,C0910548,C3371006
64,64,C0080067,C1847442
65,65,C1712023,C2709990
66,66,C1206204,C1325923
67,67,C0403010,C1148178
68,68,C2500116,C2790321
69,69,C1414313,C2388596
