,sno,CUI1,CUI2
0,0,C2277623,C3927732
1,1,C0981432,C3257253
2,2,C0041602,C2558355
3,3,C1155341,C2696482
4,4,C1841963,C3004925
5,5,C0999771,C3116835
6,6,C0457083,C1362421
7,7,C1227194,C3565907
8,8,C1427823,C2716096
9,9,C0608115,C3734504
10,10,C1336488,C2720472
11,11,C2072578,C3085451
12,12,C0932546,C2460040
13,13,C0983889,C3318597
14,14,C0739068,C1434185
15,15,C3053797,C3557882
16,16,C1721109,C1981723
17,17,C1939237,C2500371
18,18,C0738112,C2789889
19,19,C0490919,C0807080
20,20,C3607685,C3917163
21,21,C1869705,C3658865
22,22,C1125887,C3015319
23,23,C3747537,C4013160
24,24,C1205655,C3886760
25,25,C3641456,C3967632
26,26,C0730782,C3975251
27,27,C0889834,C1843876
28,28,C3009175,C3467868
29,29,C1662902,C1988249
30,30,C2745364,C3637886
31,31,C3098983,C3735469
32,32,C0739243,C1087482
33,33,C1901924,C3034039
34,34,C2912203,C3986748
35,35,C1973255,C2670546
36,36,C0219250,C1010567
37,37,C1214966,C3488623
38,38,C2923641,C3333165
39,39,C1574842,C3406650
40,40,C2685260,C3796093
41,41,C0250233,C0866368
42,42,C0793119,C4037613
43,43,C1515828,C3566222
44,44,C1313937,C1609191
45,45,C1897714,C3936753
46,46,C0820680,C1001355
47,47,C1128883,C1831741
48,48,C1424539,C3281414
49,49,C3621971,C4005080
50,50,C3651744,C4022978
51,51,C0755996,C0854989
52,52,C2610760,C3937602
53,53,C3077003,C3173327
54,54,C0550162,C1741950
55,55,C0962267,C2449279
56,56,C0681383,C1256331
57,57,C1523936,C2727113
58,58,C3815598,C4002202
59,59,C1171797,C3904926
60,60,C1210350,C1324132
61,61,C2669057,C3638412
62,62,C2290010,C3217139
63,63,C1418247,C2332582
64,64,C0821324,C3811777
65,65,C2569542,C3978734
66,66,C1836369,C2757249
67,67,C0003597,C3119556
68,68,C2460727,C2746956
69,69,C1011352,C3502336
