,sno,CUI1,CUI2
0,0,C0605072,C3779845
1,1,C1922637,C2686229
2,2,C3599756,C3846763
3,3,C1436705,C3107950
4,4,C0240080,C1128081
5,5,C1224365,C1542410
6,6,C1627184,C2655595
7,7,C0157421,C3955083
8,8,C1335867,C2821718
9,9,C2279035,C2634807
10,10,C1871243,C2622281
11,11,C0070786,C3350836
12,12,C1452181,C3094984
13,13,C0648022,C1131001
14,14,C2690782,C3986446
15,15,C0063180,C0636128
16,16,C0865699,C0964073
17,17,C2293482,C3640610
18,18,C3754491,C3969149
19,19,C1742946,C3059622
20,20,C1003578,C3603816
21,21,C3392545,C3747986
22,22,C1860472,C3364845
23,23,C1517053,C2581708
24,24,C1224849,C3755182
25,25,C1905630,C3569975
26,26,C1186296,C3620105
27,27,C0683053,C4012977
28,28,C0738201,C1240189
29,29,C1822894,C2347878
30,30,C0030688,C2502370
31,31,C3262410,C3529500
32,32,C1976897,C3094529
33,33,C1967989,C2776873
34,34,C2805937,C2927355
35,35,C0805683,C0826710
36,36,C2231088,C3549015
37,37,C1279140,C1450961
38,38,C1262344,C2992464
39,39,C3242251,C3971977
40,40,C0982764,C2469269
41,41,C0206868,C2540212
42,42,C1222519,C3898552
43,43,C3070782,C3363090
44,44,C0802761,C1650193
45,45,C3129587,C4014834
46,46,C0260171,C2467327
47,47,C0226477,C1079760
48,48,C0499719,C1955947
49,49,C0492475,C3026472
50,50,C2360586,C3245269
51,51,C1076538,C1723814
52,52,C1304682,C2455152
53,53,C2276300,C3545221
54,54,C1880552,C2299684
55,55,C1717063,C3238463
56,56,C1555236,C3335153
57,57,C3036118,C3354602
58,58,C0650856,C3365150
59,59,C0490985,C1868720
60,60,C1241852,C3989911
61,61,C1506763,C2489320
62,62,C1131653,C1679366
63,63,C1962307,C3952994
64,64,C2375728,C3624841
65,65,C1209081,C2700205
66,66,C0484937,C2708882
67,67,C3028386,C3636186
68,68,C0933415,C2598928
69,69,C0596535,C4012276
