,sno,CUI1,CUI2
0,0,C1188663,C1413437
1,1,C2268254,C2797017
2,2,C1937008,C2003293
3,3,C3410859,C3810833
4,4,C0834233,C1677299
5,5,C3331202,C4044251
6,6,C1818397,C2284159
7,7,C0144684,C1227315
8,8,C1510874,C1956434
9,9,C1499624,C3441388
10,10,C1151791,C3385291
11,11,C0023127,C3128140
12,12,C0346461,C2966645
13,13,C1037735,C3782067
14,14,C2474191,C3926970
15,15,C1503564,C3989521
16,16,C2279254,C2803072
17,17,C1567111,C1568180
18,18,C2437165,C3208970
19,19,C0836258,C1477770
20,20,C1249790,C3753993
21,21,C0676942,C1631737
22,22,C0154862,C1248769
23,23,C1561120,C3990270
24,24,C1382308,C3174317
25,25,C1029151,C1038140
26,26,C2327836,C3598537
27,27,C1221371,C3942527
28,28,C0484696,C3052490
29,29,C0401640,C3256773
30,30,C0983534,C3850587
31,31,C3262106,C3939798
32,32,C0000926,C2294096
33,33,C1018823,C2949840
34,34,C1448725,C2680273
35,35,C2974540,C3260431
36,36,C3554434,C4007963
37,37,C0290979,C1121115
38,38,C1575049,C2566824
39,39,C1834364,C3473436
40,40,C3089045,C3268477
41,41,C3095613,C4025501
42,42,C0059844,C3158873
43,43,C2324335,C2761018
44,44,C1466643,C1540142
45,45,C1518914,C2714346
46,46,C2307898,C2492367
47,47,C1156906,C3872243
48,48,C0677688,C2737891
49,49,C0176582,C1875654
50,50,C0947336,C2736681
51,51,C1231519,C1452790
52,52,C0050833,C3695927
53,53,C2657945,C3813058
54,54,C1062473,C2789243
55,55,C2716786,C3609955
56,56,C0915527,C2578012
57,57,C1459482,C3639904
58,58,C0327979,C3739602
59,59,C3226401,C3739163
60,60,C1886056,C2487483
61,61,C3096485,C3448820
62,62,C3439805,C3929049
63,63,C2389654,C3101680
64,64,C1831216,C2487141
65,65,C2558299,C3589453
66,66,C2501028,C2988487
67,67,C1042946,C1317900
68,68,C3111689,C3775861
69,69,C2954536,C4007782
