,sno,CUI1,CUI2
0,0,C1192549,C1249589
1,1,C3282345,C3559530
2,2,C1055363,C2822973
3,3,C2753341,C4019329
4,4,C2474981,C2700277
5,5,C0549781,C3974191
6,6,C1094002,C1225649
7,7,C1883057,C3939291
8,8,C1907275,C2636268
9,9,C3449157,C3635878
10,10,C2268639,C2639232
11,11,C0249644,C1190512
12,12,C3268975,C3660089
13,13,C0329616,C1586471
14,14,C1055163,C3625142
15,15,C1415419,C3558334
16,16,C1088531,C1442325
17,17,C1008507,C3232184
18,18,C3088538,C3890555
19,19,C1551673,C3800146
20,20,C1419060,C3765382
21,21,C2798071,C3657599
22,22,C0330679,C2454269
23,23,C1937316,C1975543
24,24,C0493463,C2564836
25,25,C1723556,C3450666
26,26,C3092434,C3253765
27,27,C1856348,C3791605
28,28,C1078534,C1390619
29,29,C0736183,C3849240
30,30,C0158482,C2651956
31,31,C3243781,C4014378
32,32,C0968409,C3206314
33,33,C0574616,C3004425
34,34,C0956474,C1462296
35,35,C1176569,C1548939
36,36,C1597615,C3575955
37,37,C3949287,C3959666
38,38,C0911750,C1567129
39,39,C3055087,C3756171
40,40,C1200107,C3060962
41,41,C2444101,C3898027
42,42,C2465062,C2737574
43,43,C0945657,C3027860
44,44,C1043024,C3915724
45,45,C1834784,C3958294
46,46,C3400358,C3455446
47,47,C2346609,C2806444
48,48,C0801351,C0882070
49,49,C0665476,C1248971
50,50,C3057153,C3998447
51,51,C1133939,C1249719
52,52,C1209196,C2352075
53,53,C1884109,C3891776
54,54,C3076302,C3563379
55,55,C1639788,C3276046
56,56,C1943981,C3007052
57,57,C3591731,C3823092
58,58,C1933419,C2331763
59,59,C2998826,C3773913
60,60,C3235859,C3236361
61,61,C1954120,C2812550
62,62,C0803471,C1242546
63,63,C0299757,C3990443
64,64,C1416010,C1646123
65,65,C3115226,C3813626
66,66,C1158155,C2797834
67,67,C0501749,C1197543
68,68,C3435580,C3888206
69,69,C1071540,C3611092
