,sno,CUI1,CUI2
0,0,C3028932,C3324152
1,1,C1030409,C2574199
2,2,C3829963,C3988326
3,3,C0027377,C1944528
4,4,C1547512,C3843413
5,5,C0600563,C2731236
6,6,C0124540,C1863052
7,7,C0489875,C1417260
8,8,C2720515,C3811738
9,9,C0823029,C2713691
10,10,C2604635,C2785819
11,11,C3180194,C4000672
12,12,C2669857,C3310461
13,13,C0834431,C3772052
14,14,C0261711,C0556082
15,15,C1978531,C3228965
16,16,C0630539,C3268013
17,17,C0235179,C3738790
18,18,C3227092,C3318410
19,19,C1312765,C1359175
20,20,C0722547,C2323052
21,21,C1848207,C3438757
22,22,C0633331,C0816291
23,23,C0600378,C2329274
24,24,C1632163,C3667526
25,25,C0488561,C3233362
26,26,C2624404,C2996350
27,27,C3148628,C3738789
28,28,C1705575,C2277095
29,29,C1700555,C3029673
30,30,C1140999,C2947374
31,31,C1008339,C2314778
32,32,C1645910,C1867315
33,33,C2487483,C3849698
34,34,C2413673,C3368204
35,35,C1417990,C2450606
36,36,C3711944,C3943774
37,37,C1825332,C3067171
38,38,C1588448,C2918539
39,39,C1850027,C2823429
40,40,C1463977,C4013628
41,41,C1227281,C3427771
42,42,C3230843,C3564484
43,43,C1280962,C1447456
44,44,C1174690,C1889741
45,45,C2511048,C4012425
46,46,C1678666,C2312363
47,47,C0734484,C2356112
48,48,C2823547,C3384489
49,49,C1272883,C2751223
50,50,C0265306,C2547357
51,51,C1049268,C3150405
52,52,C1215373,C2494891
53,53,C0003074,C2928310
54,54,C2294347,C3211079
55,55,C0855605,C2496549
56,56,C3041170,C3375979
57,57,C0947355,C2749017
58,58,C1415029,C1888618
59,59,C1959411,C3658844
60,60,C1182687,C3356844
61,61,C1053024,C3558741
62,62,C0052357,C3433359
63,63,C0751344,C2239597
64,64,C3486206,C3658321
65,65,C1094300,C3000780
66,66,C0818377,C3023211
67,67,C0210504,C1031602
68,68,C1483771,C2537850
69,69,C2972923,C3579071
