,sno,CUI1,CUI2
0,0,C3408304,C3423259
1,1,C1154840,C1636810
2,2,C3086313,C3254521
3,3,C0694263,C2805192
4,4,C3236482,C3560067
5,5,C0053479,C0519001
6,6,C0503943,C3213510
7,7,C0391271,C3962524
8,8,C2465242,C3258310
9,9,C3536469,C3938429
10,10,C1232342,C3952953
11,11,C0999366,C2663461
12,12,C1463179,C1529409
13,13,C0970944,C2637720
14,14,C2788044,C3947653
15,15,C0319543,C1024793
16,16,C1246789,C3989572
17,17,C2477796,C3443649
18,18,C3568798,C4012670
19,19,C0236026,C0350476
20,20,C3089851,C3913445
21,21,C0121482,C3827697
22,22,C2577537,C2821621
23,23,C2572827,C3413789
24,24,C0243345,C3273628
25,25,C0044607,C0830369
26,26,C0482505,C2717921
27,27,C0631270,C3563339
28,28,C0022828,C3794563
29,29,C1335177,C3953101
30,30,C0621651,C0825624
31,31,C1206298,C2400959
32,32,C0606561,C3779332
33,33,C3756658,C3768558
34,34,C0698957,C1329626
35,35,C1042262,C3352813
36,36,C0229944,C2408094
37,37,C2432061,C2755045
38,38,C1082068,C3032935
39,39,C0835867,C1081867
40,40,C1819036,C3050204
41,41,C0869386,C1518959
42,42,C0641652,C3325152
43,43,C2714968,C3333873
44,44,C0946425,C3847706
45,45,C0208740,C0505205
46,46,C0116645,C3767340
47,47,C0638324,C2598557
48,48,C1623922,C2360080
49,49,C3099261,C3770420
50,50,C1896729,C2955577
51,51,C1666063,C3142299
52,52,C3042146,C3777067
53,53,C0807502,C1011768
54,54,C2943728,C3829528
55,55,C2773114,C3057008
56,56,C0717284,C4006232
57,57,C0330099,C0610416
58,58,C1634253,C2550067
59,59,C3547200,C3975586
60,60,C1563857,C2280139
61,61,C2311110,C2555359
62,62,C3173594,C3766664
63,63,C0816524,C1526039
64,64,C2997905,C3801026
65,65,C2764635,C3948201
66,66,C1298713,C2598359
67,67,C1938699,C3885968
68,68,C2720519,C3014008
69,69,C1242950,C3175082
