,sno,CUI1,CUI2
0,0,C0627856,C1570046
1,1,C3359865,C3464301
2,2,C1521052,C1854187
3,3,C0734168,C1198484
4,4,C1277058,C1866076
5,5,C1053355,C3328733
6,6,C1242663,C1485274
7,7,C0392549,C1029732
8,8,C0963516,C3322838
9,9,C1641957,C3556606
10,10,C2617449,C3337956
11,11,C0764953,C2309193
12,12,C0908761,C1988911
13,13,C1955775,C2573841
14,14,C1679109,C3095542
15,15,C0231858,C1825518
16,16,C1147017,C3362129
17,17,C2795642,C3784773
18,18,C0550394,C0621015
19,19,C0224864,C1473841
20,20,C0764554,C3542770
21,21,C0888728,C2772233
22,22,C0018843,C0919881
23,23,C1609870,C4010809
24,24,C1632997,C2679219
25,25,C3077679,C3099222
26,26,C1138497,C3619570
27,27,C0800675,C3822833
28,28,C0283439,C1334598
29,29,C1127650,C1245353
30,30,C0152086,C3635555
31,31,C1851536,C3656479
32,32,C2442208,C3393565
33,33,C2812636,C3953464
34,34,C3276822,C3986051
35,35,C0324678,C2689370
36,36,C0872263,C1317254
37,37,C1907607,C2358604
38,38,C0763096,C1700477
39,39,C0596920,C2928328
40,40,C2658425,C3933900
41,41,C1462810,C1667357
42,42,C0881184,C3790997
43,43,C2292568,C3744844
44,44,C0003794,C3279066
45,45,C3035592,C3661369
46,46,C1438773,C3785195
47,47,C2808038,C3397750
48,48,C1092788,C3052049
49,49,C1309262,C3926222
50,50,C2950145,C3571336
51,51,C1528700,C2697063
52,52,C2275973,C3245546
53,53,C0086187,C1456340
54,54,C0297870,C4045828
55,55,C2325201,C3988225
56,56,C0804603,C3455837
57,57,C1487292,C3439832
58,58,C1039158,C1257054
59,59,C0948075,C1558871
60,60,C3634661,C3859348
61,61,C1367132,C3421714
62,62,C0281683,C2532310
63,63,C3156306,C3271713
64,64,C0603825,C3903668
65,65,C1986804,C3810088
66,66,C1144973,C3976498
67,67,C0223539,C0912206
68,68,C1176877,C2681095
69,69,C2645627,C3941346
