,sno,CUI1,CUI2
0,0,C1438351,C3956778
1,1,C2554838,C3055458
2,2,C2411039,C2662574
3,3,C1574484,C2805253
4,4,C1055346,C3179108
5,5,C0769067,C2535879
6,6,C2293651,C2331103
7,7,C1328144,C3277841
8,8,C3465330,C3949259
9,9,C0039103,C3357923
10,10,C2452175,C3354696
11,11,C1514037,C3205914
12,12,C1143663,C2468858
13,13,C3398907,C3718409
14,14,C0005358,C2347032
15,15,C1216600,C1946334
16,16,C3445747,C3917066
17,17,C3276308,C3971892
18,18,C3395460,C3585999
19,19,C1209710,C1904392
20,20,C0137295,C1451456
21,21,C0746618,C2987077
22,22,C0630308,C0876687
23,23,C0832829,C1489768
24,24,C1866214,C2540952
25,25,C1885171,C2713505
26,26,C1209432,C3576988
27,27,C1060287,C1854792
28,28,C1176211,C2454641
29,29,C2486850,C2783801
30,30,C0924685,C1222396
31,31,C0161896,C2530042
32,32,C3108061,C3214951
33,33,C0697313,C3060837
34,34,C1721149,C3429934
35,35,C2917946,C3348694
36,36,C1035829,C2818331
37,37,C0933466,C1038435
38,38,C2366005,C3756064
39,39,C0999061,C3592979
40,40,C1584731,C3779470
41,41,C0450354,C2452360
42,42,C3030718,C3780422
43,43,C3041125,C3950203
44,44,C2767543,C3062119
45,45,C1370718,C2364800
46,46,C1434036,C1897532
47,47,C1201636,C2292014
48,48,C2788935,C3939777
49,49,C1191352,C3448941
50,50,C3505916,C3617456
51,51,C1427458,C3342039
52,52,C0070409,C2335978
53,53,C0711518,C2804199
54,54,C0837881,C3345874
55,55,C0501373,C4005022
56,56,C2650152,C3547901
57,57,C2391634,C3260357
58,58,C0314923,C3611787
59,59,C2679010,C3890464
60,60,C2743774,C2768660
61,61,C0659660,C2652714
62,62,C1495713,C2415978
63,63,C2072316,C2791389
64,64,C3487406,C3602797
65,65,C1247128,C1832912
66,66,C2283861,C3039700
67,67,C0979569,C1512843
68,68,C0733619,C3722161
69,69,C2549079,C3711971
