,sno,CUI1,CUI2
0,0,C0701758,C2731976
1,1,C2624876,C2792203
2,2,C3475242,C3825475
3,3,C0503618,C3692848
4,4,C0879843,C3584083
5,5,C1555524,C2511142
6,6,C0122594,C0670478
7,7,C0007527,C3086343
8,8,C1451919,C3031274
9,9,C1000792,C1090331
10,10,C3848592,C4000509
11,11,C1468060,C3883235
12,12,C0873027,C2304966
13,13,C1026060,C3009339
14,14,C0736284,C3560912
15,15,C1555538,C1614038
16,16,C0017746,C0971225
17,17,C2796088,C4006955
18,18,C2823295,C3994892
19,19,C1226906,C3483462
20,20,C1882120,C2429100
21,21,C2559171,C3107827
22,22,C1019412,C3807545
23,23,C0801836,C3785704
24,24,C1930726,C2521970
25,25,C0492644,C3234282
26,26,C1011416,C2352110
27,27,C1421896,C1940191
28,28,C1050378,C2729414
29,29,C1025077,C3047398
30,30,C1306481,C1942921
31,31,C2277847,C3259448
32,32,C2377427,C2825270
33,33,C3397738,C3987056
34,34,C1988930,C3239658
35,35,C0268228,C3937030
36,36,C0799389,C3081570
37,37,C0110515,C2758457
38,38,C0823966,C0954482
39,39,C1015940,C1939392
40,40,C0926665,C3671841
41,41,C0048812,C0060847
42,42,C2521885,C3611795
43,43,C0149421,C2556305
44,44,C0945308,C3956103
45,45,C1465832,C2383516
46,46,C1260911,C3024563
47,47,C2746585,C3110892
48,48,C3067834,C3424854
49,49,C0413324,C3095529
50,50,C1245422,C1291710
51,51,C0952188,C1289220
52,52,C0821735,C3988494
53,53,C0539162,C3082798
54,54,C0491568,C3242424
55,55,C2375885,C2459075
56,56,C3589614,C3983209
57,57,C1134414,C2918690
58,58,C0317995,C1333925
59,59,C0706546,C1625796
60,60,C0491829,C0907802
61,61,C0933000,C3253781
62,62,C1681302,C2931835
63,63,C1005677,C1320129
64,64,C1577098,C1971921
65,65,C0383700,C3261298
66,66,C1524329,C3273606
67,67,C1626307,C2534215
68,68,C3020389,C3655529
69,69,C0081719,C3470547
