,sno,CUI1,CUI2
0,0,C0071899,C3626398
1,1,C1456515,C2800177
2,2,C2613582,C2637428
3,3,C1030153,C3627554
4,4,C2579982,C3238690
5,5,C2633343,C3834386
6,6,C0276837,C1308280
7,7,C2276965,C2435642
8,8,C1414369,C3609327
9,9,C1059350,C3242696
10,10,C0815685,C1072646
11,11,C3253539,C3364817
12,12,C0648350,C3099219
13,13,C2808123,C3792358
14,14,C0059325,C1870335
15,15,C1323834,C2697166
16,16,C0681539,C1737926
17,17,C1202248,C3043389
18,18,C2205119,C2312622
19,19,C1307973,C2819431
20,20,C1448992,C3567527
21,21,C1325173,C1930140
22,22,C0996700,C1905413
23,23,C1194183,C1577861
24,24,C2502147,C3713973
25,25,C2707031,C3720200
26,26,C0706840,C3312699
27,27,C1595573,C3221278
28,28,C0893210,C2701253
29,29,C3543101,C3635502
30,30,C0322325,C2575772
31,31,C1632759,C2767498
32,32,C3325092,C3762800
33,33,C0881324,C1902867
34,34,C3073647,C3946620
35,35,C3103881,C3176840
36,36,C0169750,C1518656
37,37,C0623729,C1230087
38,38,C1148303,C2762477
39,39,C1957058,C2816519
40,40,C1623842,C2379568
41,41,C0260137,C1845818
42,42,C1081255,C3636595
43,43,C0882551,C2537715
44,44,C1922447,C3895302
45,45,C0959699,C3109410
46,46,C1466481,C2790098
47,47,C1087920,C2754346
48,48,C3583191,C4004585
49,49,C1173552,C3913308
50,50,C3271098,C3942744
51,51,C0868218,C3848193
52,52,C1038544,C2667600
53,53,C0147757,C0611560
54,54,C1314954,C2579477
55,55,C0483034,C2284859
56,56,C0887989,C2424196
57,57,C2727249,C3117246
58,58,C2288265,C3442198
59,59,C3365083,C3583774
60,60,C2583228,C3027795
61,61,C1154833,C3316221
62,62,C0153990,C3626427
63,63,C2670340,C3819156
64,64,C2513589,C3741071
65,65,C1070583,C1850723
66,66,C1863385,C2457208
67,67,C2659108,C3552198
68,68,C0371525,C3431150
69,69,C1464256,C2731826
