,sno,CUI1,CUI2
0,0,C1474175,C3636910
1,1,C0970182,C1250272
2,2,C2357449,C3261475
3,3,C3378438,C3786513
4,4,C2741782,C2768525
5,5,C1125988,C3943342
6,6,C0956496,C1819775
7,7,C0047331,C4021499
8,8,C0093505,C3330591
9,9,C0767304,C2619181
10,10,C1245325,C3848447
11,11,C2517122,C2712385
12,12,C1182237,C3028236
13,13,C0933559,C1845767
14,14,C0003808,C3938641
15,15,C1002198,C2625157
16,16,C2771553,C3217003
17,17,C1644135,C1879825
18,18,C2516590,C2825403
19,19,C1620967,C2776000
20,20,C0812398,C3383285
21,21,C1625318,C4022532
22,22,C1136967,C3912657
23,23,C1554759,C3607695
24,24,C0981956,C3724963
25,25,C0225169,C2455201
26,26,C0003790,C3466415
27,27,C0281624,C1835968
28,28,C0928563,C1415315
29,29,C0055685,C2964195
30,30,C1014445,C2575494
31,31,C1654275,C3039689
32,32,C2749258,C3531287
33,33,C1124664,C2963889
34,34,C2472984,C2764381
35,35,C1241690,C2286896
36,36,C0735174,C2447342
37,37,C2961638,C2992119
38,38,C0965383,C2808309
39,39,C1324645,C3807944
40,40,C0752122,C3798679
41,41,C3484052,C3890804
42,42,C0736217,C3153763
43,43,C0659560,C0865304
44,44,C1068231,C1981341
45,45,C1123457,C3302447
46,46,C0782982,C1223213
47,47,C1185274,C1926139
48,48,C0105521,C1527605
49,49,C1743538,C3612931
50,50,C1563668,C3899084
51,51,C0631749,C3056196
52,52,C2298490,C3976946
53,53,C3892960,C3983303
54,54,C0610811,C1059760
55,55,C1972655,C3089135
56,56,C1516252,C3895247
57,57,C0941401,C2542107
58,58,C1926497,C2443771
59,59,C1670427,C1878397
60,60,C1551138,C4008074
61,61,C2518001,C3909273
62,62,C1482051,C3475090
63,63,C1524054,C4033887
64,64,C0817821,C3721968
65,65,C3043816,C3110699
66,66,C2443361,C2822624
67,67,C3095985,C3173267
68,68,C2525562,C3030071
69,69,C1497170,C3967911
