,sno,CUI1,CUI2
0,0,C0952915,C3394639
1,1,C1210770,C2418488
2,2,C1653070,C3699183
3,3,C0807525,C2768788
4,4,C2461839,C2670166
5,5,C3122070,C3997176
6,6,C2989484,C3625471
7,7,C0737607,C0800255
8,8,C1717507,C1815662
9,9,C1420046,C2944769
10,10,C3378505,C3382341
11,11,C0952282,C1176338
12,12,C1553502,C3988487
13,13,C1183957,C2792770
14,14,C1452759,C3760115
15,15,C0048207,C2417542
16,16,C1742969,C2470948
17,17,C1362608,C1597636
18,18,C1560870,C3732403
19,19,C0228889,C1682258
20,20,C2562016,C3107077
21,21,C0181565,C3900758
22,22,C3152542,C3964663
23,23,C2798687,C3000059
24,24,C2980148,C3952005
25,25,C0691368,C2484405
26,26,C0953688,C2924675
27,27,C3594873,C4006862
28,28,C1151064,C3179519
29,29,C0823353,C2396858
30,30,C2988612,C4043213
31,31,C1539054,C1980182
32,32,C1686545,C3029639
33,33,C1515790,C2562607
34,34,C1948175,C3982246
35,35,C2465147,C2531763
36,36,C0439193,C0561648
37,37,C2424873,C2697164
38,38,C1829477,C2665884
39,39,C2405285,C3626649
40,40,C0596224,C0795910
41,41,C2762377,C3020209
42,42,C2447003,C3621255
43,43,C1135275,C3363637
44,44,C0770920,C1860110
45,45,C1550078,C1738834
46,46,C0264435,C1046995
47,47,C0227158,C2291143
48,48,C1114962,C2710487
49,49,C2999921,C3322476
50,50,C1914511,C1934580
51,51,C0071365,C0633858
52,52,C2287156,C2649640
53,53,C1901323,C3104046
54,54,C3120773,C3261831
55,55,C0321526,C3056681
56,56,C0390228,C2634294
57,57,C1555027,C3191541
58,58,C0990509,C3864659
59,59,C1031210,C2436696
60,60,C1059046,C1370415
61,61,C3593951,C3804255
62,62,C1038246,C3339089
63,63,C1872858,C3885563
64,64,C1719157,C2675084
65,65,C1988183,C2989412
66,66,C0820272,C3637754
67,67,C0726278,C1571288
68,68,C0228498,C0598427
69,69,C1242744,C3466225
