,sno,CUI1,CUI2
0,0,C1921900,C2578763
1,1,C0008679,C1716912
2,2,C1604667,C3317153
3,3,C2249323,C3628478
4,4,C0427639,C0720090
5,5,C0071550,C2989276
6,6,C2270747,C3149544
7,7,C1229467,C2981530
8,8,C0497377,C1855266
9,9,C3215772,C3354257
10,10,C0292350,C1441853
11,11,C1224086,C3903914
12,12,C2749679,C3259636
13,13,C0978993,C1986869
14,14,C0949633,C1341134
15,15,C3659061,C4013755
16,16,C1017026,C2779571
17,17,C1080240,C1527386
18,18,C0665498,C2942089
19,19,C2325917,C2689510
20,20,C1612265,C3373491
21,21,C1906868,C2513612
22,22,C0109091,C3004427
23,23,C2274016,C2698583
24,24,C1981866,C2741228
25,25,C2985140,C3644445
26,26,C1219522,C3538571
27,27,C0657031,C3806130
28,28,C3330824,C3907433
29,29,C1220559,C2451050
30,30,C2679597,C3753303
31,31,C1894649,C3548628
32,32,C0321142,C1737943
33,33,C1503156,C1973037
34,34,C0056192,C2777716
35,35,C3054655,C3847668
36,36,C0724713,C2402686
37,37,C0503829,C3604352
38,38,C1171056,C3249819
39,39,C0377299,C3115647
40,40,C1258435,C3620912
41,41,C0609032,C0926515
42,42,C2300925,C3849738
43,43,C2943745,C3146742
44,44,C0959958,C4025421
45,45,C2513479,C3235613
46,46,C3025410,C3485171
47,47,C0961425,C1929985
48,48,C3788421,C4024772
49,49,C0831094,C1384339
50,50,C1371242,C3278786
51,51,C2339193,C3972980
52,52,C2329479,C2759816
53,53,C1234680,C2571104
54,54,C3065376,C3448817
55,55,C2000797,C3159356
56,56,C2298590,C3988859
57,57,C2468578,C3619329
58,58,C1199027,C3946180
59,59,C2438103,C2757333
60,60,C3133420,C3919847
61,61,C1030980,C1279330
62,62,C0358689,C0796195
63,63,C3191078,C3335152
64,64,C2923539,C3277209
65,65,C1647990,C2346984
66,66,C0028880,C3719250
67,67,C1918290,C4010450
68,68,C0719096,C1470685
69,69,C1007092,C3090487
