,sno,CUI1,CUI2
0,0,C2457968,C2463740
1,1,C0030867,C1237825
2,2,C2419378,C3965258
3,3,C1147162,C3333033
4,4,C2978434,C3368302
5,5,C2498042,C3829773
6,6,C0253189,C1520176
7,7,C0827668,C1155849
8,8,C0325338,C3365449
9,9,C0868041,C2962715
10,10,C1874674,C2708860
11,11,C1704091,C3082511
12,12,C0142866,C2671490
13,13,C3939332,C4033053
14,14,C0706509,C3948264
15,15,C3615761,C3760855
16,16,C0050062,C3716508
17,17,C2723587,C3254639
18,18,C2499264,C2507230
19,19,C1127263,C3535656
20,20,C1890120,C2532794
21,21,C1284950,C2754559
22,22,C2742670,C3106532
23,23,C1185328,C2267813
24,24,C0786641,C1225078
25,25,C1674216,C2495433
26,26,C1100250,C3577530
27,27,C2545564,C3319683
28,28,C0955158,C2821863
29,29,C3333135,C3574353
30,30,C0627689,C3604173
31,31,C0401438,C3641039
32,32,C1856022,C2940641
33,33,C1660945,C3205216
34,34,C1881250,C3061666
35,35,C1008852,C1253082
36,36,C1503549,C2453626
37,37,C0260724,C2517072
38,38,C0059070,C1020210
39,39,C1327513,C1872220
40,40,C1173647,C2789314
41,41,C1031787,C3993197
42,42,C1889996,C2966109
43,43,C2828977,C3493896
44,44,C2543428,C3324297
45,45,C0251283,C3531240
46,46,C3273534,C3502771
47,47,C2828730,C3365916
48,48,C2447472,C3051642
49,49,C0600940,C0827535
50,50,C2370201,C3271768
51,51,C0972172,C2246233
52,52,C3058866,C3722893
53,53,C0683929,C1932636
54,54,C1204349,C3806674
55,55,C2226349,C2992247
56,56,C0660404,C0750776
57,57,C0229075,C2473117
58,58,C1475830,C2929144
59,59,C0158426,C2436464
60,60,C1358717,C2761538
61,61,C0206698,C2447404
62,62,C2492051,C3769595
63,63,C2577839,C3092891
64,64,C0641360,C1994262
65,65,C0069252,C1981415
66,66,C0720236,C3447981
67,67,C3207888,C3884297
68,68,C1992911,C3758261
69,69,C2788772,C2941235
