,sno,CUI1,CUI2
0,0,C0968251,C2389844
1,1,C1427486,C3225817
2,2,C2559736,C3500999
3,3,C3345895,C3351094
4,4,C1482136,C3590859
5,5,C2824570,C3274071
6,6,C2951854,C3075048
7,7,C1149772,C3770554
8,8,C1383134,C3389212
9,9,C1012148,C2804877
10,10,C1672999,C1894580
11,11,C1147543,C1307868
12,12,C0355046,C2741096
13,13,C1657607,C2716753
14,14,C1908362,C2996154
15,15,C0648382,C2828651
16,16,C1699062,C3629927
17,17,C0601424,C2479506
18,18,C0630285,C0854837
19,19,C1433408,C2442498
20,20,C1247411,C1259154
21,21,C0221296,C2685298
22,22,C2327108,C3902181
23,23,C0320058,C3619878
24,24,C2935839,C3415663
25,25,C0810012,C2807886
26,26,C2433788,C3700358
27,27,C1489604,C2443944
28,28,C3434075,C4042685
29,29,C0337051,C2291072
30,30,C1423740,C2295178
31,31,C0178916,C3903059
32,32,C2335967,C3443184
33,33,C1828957,C2632512
34,34,C0230277,C3393713
35,35,C1716570,C3542903
36,36,C1215323,C2355298
37,37,C1911965,C2416049
38,38,C3488313,C3909239
39,39,C1058294,C1326221
40,40,C1722600,C3580323
41,41,C1683444,C3604274
42,42,C0177536,C2974836
43,43,C0551117,C1720601
44,44,C2685739,C2781301
45,45,C1422485,C2783654
46,46,C1200045,C2717199
47,47,C1221652,C3114891
48,48,C0834170,C3318746
49,49,C2699749,C3780395
50,50,C2325152,C2335490
51,51,C0257116,C2994217
52,52,C1004387,C3207582
53,53,C1521702,C3626041
54,54,C1518325,C1854842
55,55,C1629246,C1923658
56,56,C3346290,C3813085
57,57,C0801270,C0997901
58,58,C0213294,C1689028
59,59,C3265749,C3765589
60,60,C1918427,C2441869
61,61,C0602042,C3421269
62,62,C1127603,C2330780
63,63,C1990425,C2339087
64,64,C1071894,C3371407
65,65,C1358163,C3003504
66,66,C3530457,C3552817
67,67,C1187206,C3587089
68,68,C1958352,C2296385
69,69,C1458163,C3990965
