,sno,CUI1,CUI2
0,0,C0261737,C0484709
1,1,C0644271,C3412548
2,2,C3467002,C3641268
3,3,C0296219,C1681965
4,4,C1638923,C3978472
5,5,C1635324,C2760903
6,6,C0135105,C3614782
7,7,C1167367,C3631602
8,8,C0706038,C1709497
9,9,C1996312,C2347047
10,10,C1480886,C1744417
11,11,C0009906,C1033146
12,12,C2049030,C2991018
13,13,C1847415,C4041883
14,14,C0980493,C2774446
15,15,C3325575,C3905304
16,16,C1551850,C1880065
17,17,C0697487,C3035213
18,18,C2557024,C3538308
19,19,C2947252,C2989827
20,20,C0155824,C3983208
21,21,C0052908,C2435883
22,22,C0759667,C3533338
23,23,C0439100,C1861071
24,24,C1902460,C3044409
25,25,C0663229,C2455432
26,26,C1641795,C3135992
27,27,C0923554,C3803032
28,28,C0322546,C2950093
29,29,C0294226,C3446311
30,30,C1867881,C3724189
31,31,C0229868,C2566818
32,32,C1624219,C3918843
33,33,C1898109,C2799396
34,34,C3005305,C3927678
35,35,C0030567,C1007840
36,36,C0765321,C2386863
37,37,C0485766,C3261335
38,38,C3263160,C3500628
39,39,C2292149,C2402239
40,40,C3454423,C3586910
41,41,C1227814,C3612263
42,42,C0057779,C4042754
43,43,C2729624,C3054885
44,44,C0060080,C3818430
45,45,C3580947,C3912244
46,46,C0170026,C2949850
47,47,C1996486,C3711868
48,48,C1334482,C1432313
49,49,C1003867,C1579434
50,50,C1271462,C4019028
51,51,C1514014,C2749794
52,52,C0559228,C3179620
53,53,C1637433,C3149376
54,54,C1923655,C3591961
55,55,C1959466,C3102083
56,56,C1835841,C3634608
57,57,C3319791,C3904222
58,58,C3358726,C3464095
59,59,C1218713,C1447515
60,60,C0775112,C3847730
61,61,C0761470,C3738879
62,62,C0912133,C2809234
63,63,C2657428,C3235677
64,64,C3895080,C3963395
65,65,C3401057,C3716717
66,66,C2493153,C3246506
67,67,C1095671,C1214908
68,68,C3538806,C3926534
69,69,C0062790,C3644596
