,sno,CUI1,CUI2
0,0,C1930252,C3417183
1,1,C2622598,C3744618
2,2,C1024351,C1081124
3,3,C2691133,C3110536
4,4,C0323689,C3235367
5,5,C3412048,C3978021
6,6,C1182863,C3734935
7,7,C1525718,C3231079
8,8,C1558435,C2248049
9,9,C0982457,C3365731
10,10,C1466195,C2633193
11,11,C1015604,C1100624
12,12,C2397977,C2544250
13,13,C1436769,C1969352
14,14,C2385648,C2699453
15,15,C3539933,C3572265
16,16,C0992322,C1985673
17,17,C3115787,C3165687
18,18,C1035046,C4017913
19,19,C1686210,C3430395
20,20,C1484337,C1529106
21,21,C1569876,C1670083
22,22,C0890564,C2827917
23,23,C1911523,C3841864
24,24,C0911229,C2381773
25,25,C2815447,C3058259
26,26,C3607174,C4024975
27,27,C1896849,C3261763
28,28,C2571763,C3578103
29,29,C0223922,C4007575
30,30,C3436851,C3991175
31,31,C2396759,C3048135
32,32,C2757811,C3871043
33,33,C3180728,C4042218
34,34,C1683630,C1947065
35,35,C0070652,C3567438
36,36,C0999930,C1183854
37,37,C1513682,C3614220
38,38,C3040648,C4009010
39,39,C1910265,C2349558
40,40,C1585398,C3092855
41,41,C1678440,C3558370
42,42,C2354734,C2529737
43,43,C1515106,C3088697
44,44,C1075419,C1525523
45,45,C2608710,C3397827
46,46,C0346990,C2797323
47,47,C0822023,C1172989
48,48,C2434674,C3574171
49,49,C0597516,C0907946
50,50,C0222324,C2934820
51,51,C0712662,C1602343
52,52,C3226572,C3560843
53,53,C3639650,C4003375
54,54,C2282856,C2750036
55,55,C1156586,C3609634
56,56,C2285384,C2776286
57,57,C0543990,C1041372
58,58,C0825585,C2639639
59,59,C1427654,C3889903
60,60,C3105203,C3167103
61,61,C1308929,C3056101
62,62,C1431917,C2557091
63,63,C0070398,C1085218
64,64,C1659548,C3349764
65,65,C2761374,C4007865
66,66,C2290825,C2752319
67,67,C2688697,C3227684
68,68,C3110451,C3711778
69,69,C2431775,C3972024
