,sno,CUI1,CUI2
0,0,C0917553,C1642087
1,1,C0225197,C2300808
2,2,C1838257,C2393633
3,3,C1664215,C3784717
4,4,C1857321,C3768482
5,5,C2343322,C2807666
6,6,C1184779,C3111431
7,7,C0070358,C2752432
8,8,C0711793,C3561609
9,9,C0808335,C3585329
10,10,C2354628,C2370367
11,11,C0836464,C3044798
12,12,C0447042,C3221738
13,13,C2299999,C2349754
14,14,C3543427,C3558329
15,15,C3396836,C3612416
16,16,C0259655,C0958504
17,17,C2355275,C2635273
18,18,C1912019,C2636710
19,19,C1524360,C1671214
20,20,C2493980,C3842404
21,21,C2386086,C3105160
22,22,C2562529,C2768278
23,23,C1979841,C1981179
24,24,C0013595,C3948712
25,25,C0797039,C4023296
26,26,C1096734,C2815384
27,27,C1092423,C2668839
28,28,C2827095,C3465437
29,29,C2635575,C3901055
30,30,C1076994,C4026461
31,31,C1157851,C2813732
32,32,C1915643,C3371354
33,33,C0593874,C2698478
34,34,C2353710,C2949761
35,35,C2672593,C2945179
36,36,C1440113,C3126875
37,37,C0867615,C2383341
38,38,C1878205,C3087188
39,39,C1384636,C3725166
40,40,C1611703,C3349819
41,41,C0605673,C3429668
42,42,C0869353,C3180992
43,43,C2699047,C2713469
44,44,C0763175,C3368624
45,45,C1090663,C3745072
46,46,C0886517,C1126625
47,47,C2407233,C4036288
48,48,C1448856,C3239154
49,49,C3103424,C3636080
50,50,C0659550,C4014459
51,51,C0976186,C2716358
52,52,C1074680,C3620511
53,53,C1307320,C3774798
54,54,C0453135,C1114883
55,55,C2579107,C2754826
56,56,C0817804,C3133681
57,57,C2672610,C3893391
58,58,C0054910,C3827906
59,59,C0429089,C2964988
60,60,C0160633,C2921283
61,61,C2672249,C3774708
62,62,C0018103,C3043371
63,63,C3777654,C3955573
64,64,C3360467,C3955589
65,65,C0298365,C3576449
66,66,C1544392,C3442933
67,67,C0863819,C3100746
68,68,C1826398,C3262764
69,69,C3213734,C3812258
