,sno,CUI1,CUI2
0,0,C1199911,C2354241
1,1,C1170099,C3534168
2,2,C1473921,C3946142
3,3,C1919098,C3756160
4,4,C2694672,C2760606
5,5,C1210624,C3473955
6,6,C0014338,C3611955
7,7,C0799812,C2798021
8,8,C1472873,C3323389
9,9,C3393637,C3628488
10,10,C1980823,C3111031
11,11,C1899675,C2686324
12,12,C0223186,C3390672
13,13,C1019410,C1081703
14,14,C1831748,C2644238
15,15,C3091817,C3593812
16,16,C1090499,C2794579
17,17,C2301710,C2348719
18,18,C1354073,C3956389
19,19,C2604991,C2643264
20,20,C1538251,C1765327
21,21,C2300522,C3378805
22,22,C1225901,C1308324
23,23,C1483055,C3567458
24,24,C1671438,C2400060
25,25,C1033542,C3948718
26,26,C0923370,C3779444
27,27,C1980941,C2950024
28,28,C1246103,C1550382
29,29,C3359288,C3730493
30,30,C1032158,C3794440
31,31,C0834601,C2437559
32,32,C1855657,C2337143
33,33,C2288540,C3970673
34,34,C1007320,C1901334
35,35,C1317284,C2351429
36,36,C0602841,C2325960
37,37,C1271590,C3469903
38,38,C1245168,C1975035
39,39,C3970470,C3983729
40,40,C0947475,C3378028
41,41,C1676389,C3801835
42,42,C3217577,C3542260
43,43,C2665571,C3898415
44,44,C1182782,C1497492
45,45,C2504572,C3390460
46,46,C1456556,C3765065
47,47,C2582232,C2735051
48,48,C0802992,C2989220
49,49,C0539925,C1910060
50,50,C3317039,C4022720
51,51,C1084110,C1707061
52,52,C2329947,C2482294
53,53,C3246929,C3728289
54,54,C3108643,C3316287
55,55,C0812851,C1202566
56,56,C2944547,C3596081
57,57,C1543489,C1716005
58,58,C2663176,C3572812
59,59,C2501707,C3787546
60,60,C1565896,C3071964
61,61,C1223726,C3989083
62,62,C0764422,C1257200
63,63,C2802683,C3101834
64,64,C2555980,C3964470
65,65,C1497350,C1922524
66,66,C0944056,C0950777
67,67,C0711451,C2826125
68,68,C1474477,C3412115
69,69,C1589412,C1826657
