,sno,CUI1,CUI2
0,0,C1667081,C4002701
1,1,C2626267,C3341788
2,2,C0119238,C3245626
3,3,C0791678,C3598361
4,4,C1214926,C3400111
5,5,C3240232,C3730645
6,6,C0623803,C3322359
7,7,C1635933,C3733051
8,8,C2451998,C3220806
9,9,C0794529,C2787093
10,10,C1216841,C3391389
11,11,C1546399,C3009437
12,12,C2356194,C2727175
13,13,C1476090,C1645078
14,14,C2468451,C2784336
15,15,C1179100,C1186236
16,16,C0052302,C3447941
17,17,C0330747,C4005750
18,18,C0357626,C3904591
19,19,C1926041,C1954142
20,20,C1525564,C3158627
21,21,C1309865,C2374546
22,22,C1505107,C2647389
23,23,C3309599,C3969676
24,24,C1685340,C3577735
25,25,C2402405,C3790361
26,26,C0073064,C1702230
27,27,C1040773,C2757990
28,28,C0677525,C1870559
29,29,C1020814,C3276296
30,30,C2723936,C2737647
31,31,C1093969,C2745213
32,32,C1120809,C2312555
33,33,C0720117,C2383986
34,34,C3435173,C3974467
35,35,C1498861,C3895236
36,36,C0066947,C0451613
37,37,C1087079,C1559039
38,38,C1625122,C4021492
39,39,C0874048,C3695694
40,40,C3214292,C3311163
41,41,C2735979,C3635841
42,42,C1160146,C1816790
43,43,C1903913,C2830475
44,44,C1199833,C3573241
45,45,C1053910,C3053360
46,46,C0042878,C3845052
47,47,C0330650,C3440339
48,48,C0137658,C3850370
49,49,C0151373,C0952526
50,50,C0205216,C1248182
51,51,C0908580,C1422213
52,52,C1511764,C3209532
53,53,C0068450,C3754733
54,54,C0942243,C1656341
55,55,C0800004,C1432232
56,56,C0047936,C3564913
57,57,C0540553,C1233797
58,58,C0818884,C2426438
59,59,C1537894,C1982732
60,60,C2464869,C3276991
61,61,C2604346,C2990068
62,62,C2351013,C4042550
63,63,C3321975,C3582283
64,64,C0923984,C1714758
65,65,C0252422,C2803333
66,66,C3945724,C3964777
67,67,C2578735,C3797242
68,68,C1341104,C4009025
69,69,C0029396,C1503792
