,sno,CUI1,CUI2
0,0,C1437258,C1682409
1,1,C1372347,C2641043
2,2,C1579396,C3053009
3,3,C0228448,C1569485
4,4,C0003663,C1836082
5,5,C1134057,C3910303
6,6,C0269118,C2415242
7,7,C0622755,C2983587
8,8,C1495874,C3928017
9,9,C1573390,C3254941
10,10,C1419216,C3748913
11,11,C0630682,C4034667
12,12,C1081865,C1289564
13,13,C2360642,C2666978
14,14,C0709183,C3092931
15,15,C1185631,C2264822
16,16,C1156332,C3658542
17,17,C2950596,C3275782
18,18,C0082210,C4000164
19,19,C1426388,C3923421
20,20,C3489909,C3492611
21,21,C1886330,C3915117
22,22,C1865631,C4010159
23,23,C1487172,C3791736
24,24,C1101025,C1237055
25,25,C3438263,C3810995
26,26,C1977179,C3659135
27,27,C1993615,C3789952
28,28,C0614928,C2294652
29,29,C1234181,C3023941
30,30,C0972054,C1673728
31,31,C0256172,C3744338
32,32,C3361026,C3934287
33,33,C1126766,C3563116
34,34,C2353065,C3919034
35,35,C1031620,C3742901
36,36,C0648347,C0755443
37,37,C0242774,C3467476
38,38,C1495752,C2667085
39,39,C1909515,C2998027
40,40,C1561383,C3032082
41,41,C0488280,C3134345
42,42,C2439857,C3951370
43,43,C1158401,C2916894
44,44,C0745730,C3871285
45,45,C0550552,C3384992
46,46,C0037760,C2808473
47,47,C1909709,C3981912
48,48,C1199923,C2828790
49,49,C2648076,C3272344
50,50,C3441282,C3995265
51,51,C1175074,C1516935
52,52,C0492521,C1178520
53,53,C0050342,C1609328
54,54,C2376170,C3602797
55,55,C0997796,C3049207
56,56,C2420997,C3179678
57,57,C2420788,C3486326
58,58,C2809608,C2813340
59,59,C1741611,C2685235
60,60,C3179073,C3830065
61,61,C0389841,C3124556
62,62,C0453287,C3989081
63,63,C1261770,C1890183
64,64,C0438638,C1198426
65,65,C0679477,C1324658
66,66,C2713390,C2751344
67,67,C1981513,C2695166
68,68,C0996971,C2660631
69,69,C0615909,C3409058
