,sno,CUI1,CUI2
0,0,C0015279,C3371665
1,1,C0751372,C2624794
2,2,C3745893,C3857960
3,3,C1071501,C1865241
4,4,C3431302,C4001038
5,5,C3207985,C3969413
6,6,C1831804,C3721604
7,7,C1547384,C2434531
8,8,C0959138,C2765613
9,9,C3052026,C3340761
10,10,C1332528,C3814454
11,11,C1555984,C3015037
12,12,C2646423,C3397012
13,13,C3568745,C3717615
14,14,C0737220,C1453558
15,15,C2672046,C3904819
16,16,C2529167,C3979971
17,17,C3732103,C3955244
18,18,C2337079,C3772491
19,19,C2426286,C2975323
20,20,C3021220,C3606620
21,21,C2676960,C3774760
22,22,C0821210,C3600791
23,23,C2313385,C3592778
24,24,C0653966,C1225312
25,25,C3282082,C3492856
26,26,C2390044,C3000248
27,27,C0151149,C0604289
28,28,C0930263,C1366630
29,29,C1243897,C3337687
30,30,C1715573,C2669761
31,31,C3752008,C3946060
32,32,C0460145,C1617750
33,33,C0942463,C1243277
34,34,C1478635,C1507163
35,35,C2943929,C3422308
36,36,C0176247,C2352103
37,37,C1478729,C1944651
38,38,C2677963,C3043036
39,39,C0690449,C2551351
40,40,C0827756,C3663105
41,41,C0596624,C3769154
42,42,C1092589,C2769800
43,43,C3050507,C3083414
44,44,C1671269,C3916918
45,45,C0865771,C3221009
46,46,C2829246,C3898401
47,47,C1055466,C2492268
48,48,C1817807,C2744131
49,49,C1527603,C2402284
50,50,C1570234,C2516373
51,51,C0863789,C3028946
52,52,C1937748,C2284874
53,53,C1027933,C2300922
54,54,C2312442,C2624071
55,55,C1897987,C3918592
56,56,C3159416,C3797208
57,57,C2430243,C3149652
58,58,C1086673,C2572697
59,59,C0771210,C1099860
60,60,C1080083,C1194441
61,61,C1019162,C3871229
62,62,C3603145,C3933182
63,63,C0112873,C3348089
64,64,C1132181,C2547272
65,65,C0943005,C3743741
66,66,C0679219,C1027408
67,67,C0066827,C3660447
68,68,C0959702,C3657049
69,69,C2579377,C2766181
