,sno,CUI1,CUI2
0,0,C0025279,C1454404
1,1,C0538636,C3859749
2,2,C1570483,C3600351
3,3,C1912709,C3028207
4,4,C0505166,C0679045
5,5,C0607508,C3812266
6,6,C0226616,C3618961
7,7,C1705492,C2778625
8,8,C1548425,C3548959
9,9,C2993104,C3923255
10,10,C0638121,C2713471
11,11,C2533079,C2621325
12,12,C2980957,C3372884
13,13,C0890131,C0967377
14,14,C0020431,C1214291
15,15,C0976943,C3064887
16,16,C0951618,C2432419
17,17,C0276223,C3622617
18,18,C0943345,C3795462
19,19,C2467044,C3311817
20,20,C0493812,C2560595
21,21,C2292530,C3812652
22,22,C1453048,C3131555
23,23,C0366736,C2777738
24,24,C1322060,C2280713
25,25,C1351429,C3767773
26,26,C0683406,C3713967
27,27,C3817815,C3821319
28,28,C1590696,C2205827
29,29,C1551040,C1892940
30,30,C2399445,C3788803
31,31,C2767291,C3260160
32,32,C2341092,C3383926
33,33,C1901914,C3615631
34,34,C1578366,C2620362
35,35,C1043178,C3813074
36,36,C1601608,C3537258
37,37,C0382730,C3084059
38,38,C1312808,C1846931
39,39,C0929394,C1850990
40,40,C0367804,C2291483
41,41,C3421313,C4044213
42,42,C1864923,C3399461
43,43,C3566669,C3653218
44,44,C0806156,C2384869
45,45,C1097707,C1367927
46,46,C0999065,C1412235
47,47,C2668089,C3150503
48,48,C3631136,C3756644
49,49,C2270226,C2551017
50,50,C0594707,C2430098
51,51,C0552522,C2799418
52,52,C3582826,C3665115
53,53,C1025833,C1675884
54,54,C0102886,C0155195
55,55,C1433459,C3086876
56,56,C2653074,C2665658
57,57,C1595743,C2632952
58,58,C3692966,C3726898
59,59,C1174974,C2762672
60,60,C0926258,C3906091
61,61,C0045490,C2323343
62,62,C3940804,C3995661
63,63,C2535969,C4017390
64,64,C0786116,C3044353
65,65,C0372000,C4006033
66,66,C2330737,C2631454
67,67,C2620103,C3243422
68,68,C1653442,C1760026
69,69,C2492193,C2511681
