,sno,CUI1,CUI2
0,0,C1968749,C2307514
1,1,C0387274,C2341430
2,2,C0466917,C3048136
3,3,C1557775,C3947924
4,4,C3546292,C3779553
5,5,C1942749,C2336712
6,6,C1321660,C1711780
7,7,C2622635,C3206730
8,8,C1204981,C2543009
9,9,C0559411,C2454200
10,10,C2520869,C3035486
11,11,C2002439,C2722589
12,12,C1019255,C2629040
13,13,C2918495,C3280791
14,14,C2994743,C3443749
15,15,C0295501,C1166777
16,16,C0441765,C3174245
17,17,C0475329,C3360159
18,18,C0497970,C3362289
19,19,C1208715,C3753485
20,20,C0998623,C2571783
21,21,C1311282,C3177346
22,22,C2727375,C3016199
23,23,C2352713,C3849914
24,24,C3933290,C3958336
25,25,C2340943,C3351432
26,26,C3011995,C3637175
27,27,C1312617,C3029409
28,28,C2531191,C2628388
29,29,C3080867,C3605409
30,30,C0155836,C0541136
31,31,C2453944,C2816636
32,32,C0963533,C2529077
33,33,C3831196,C3974240
34,34,C1459512,C1561546
35,35,C0749020,C1498227
36,36,C1366951,C1905320
37,37,C1013019,C1172617
38,38,C0541088,C1207882
39,39,C3614216,C3784553
40,40,C2449592,C3848790
41,41,C0409346,C3229573
42,42,C1474722,C1876244
43,43,C1668035,C3221232
44,44,C2728168,C3744485
45,45,C0082483,C3371471
46,46,C0012554,C2293373
47,47,C1591010,C2544583
48,48,C1906396,C3032332
49,49,C0170896,C2309673
50,50,C2991939,C3429974
51,51,C3494195,C3775808
52,52,C1567182,C3411911
53,53,C1958232,C3911851
54,54,C1825404,C2036570
55,55,C1722994,C2685785
56,56,C1738655,C3600607
57,57,C2635835,C2819663
58,58,C0376078,C2566614
59,59,C3638928,C3808427
60,60,C0719921,C1927658
61,61,C3363038,C3718875
62,62,C0283779,C2961494
63,63,C2278986,C2466726
64,64,C0614339,C3219005
65,65,C1339401,C3078386
66,66,C0205313,C3260111
67,67,C1436249,C3036298
68,68,C0815551,C2614397
69,69,C0239938,C2769721
