,sno,CUI1,CUI2
0,0,C0047951,C2948063
1,1,C0427727,C3043574
2,2,C1438087,C3594203
3,3,C1833495,C3031031
4,4,C1652154,C2598816
5,5,C2306427,C2338765
6,6,C2339887,C2484552
7,7,C0253673,C2564735
8,8,C0679494,C2637332
9,9,C0268889,C3779874
10,10,C0625748,C2688427
11,11,C1835571,C2917289
12,12,C3270976,C3369219
13,13,C1682761,C3401076
14,14,C1722784,C2278538
15,15,C2465681,C3415720
16,16,C0751198,C3153585
17,17,C1460064,C2983507
18,18,C0365086,C2806418
19,19,C0878343,C1513693
20,20,C1564469,C1656413
21,21,C1710877,C3593739
22,22,C1570623,C3337275
23,23,C2662928,C3745676
24,24,C0238569,C3622556
25,25,C2985651,C3626351
26,26,C1988006,C2272912
27,27,C1465975,C2791164
28,28,C3485141,C3710576
29,29,C2360439,C3998954
30,30,C1833937,C3964163
31,31,C0914473,C2660058
32,32,C2988786,C4008967
33,33,C2337554,C2425515
34,34,C1470542,C3776002
35,35,C1018209,C3776868
36,36,C0968266,C1851311
37,37,C3338927,C3726642
38,38,C2661894,C3684034
39,39,C2532894,C4016289
40,40,C1958727,C3901120
41,41,C1690099,C2249637
42,42,C0252884,C3059057
43,43,C0012569,C3883660
44,44,C0723263,C2360762
45,45,C2521241,C3406984
46,46,C0289920,C3785439
47,47,C1020388,C1647532
48,48,C2946256,C3493132
49,49,C1413086,C3978188
50,50,C1421988,C4021868
51,51,C0603416,C2673364
52,52,C1340647,C1418116
53,53,C0822190,C1551341
54,54,C0281459,C2708485
55,55,C0996761,C3809228
56,56,C1687179,C2981432
57,57,C0680300,C3447579
58,58,C1180268,C1835229
59,59,C1093033,C3586101
60,60,C0675503,C1903445
61,61,C1280901,C3489742
62,62,C0073003,C3764844
63,63,C1149780,C3097954
64,64,C1546159,C2660596
65,65,C3023648,C3451001
66,66,C0933816,C3076453
67,67,C1818648,C2352606
68,68,C0935445,C1701951
69,69,C0153092,C3179005
