,sno,CUI1,CUI2
0,0,C1587939,C3355782
1,1,C2372841,C4014552
2,2,C3173496,C3823595
3,3,C1522730,C2256145
4,4,C3351235,C3358556
5,5,C0037265,C3499630
6,6,C1020130,C2961029
7,7,C0321914,C1557563
8,8,C1282799,C1709421
9,9,C0325323,C0750992
10,10,C3841855,C3912807
11,11,C0824129,C3583255
12,12,C1060678,C3604400
13,13,C2457963,C3592388
14,14,C1578499,C1859337
15,15,C0876765,C1977501
16,16,C0644330,C2513882
17,17,C3915374,C3987981
18,18,C1206446,C1235455
19,19,C2581768,C2923396
20,20,C3846254,C3938797
21,21,C0964836,C3582534
22,22,C0950991,C3219523
23,23,C2643624,C2719673
24,24,C1263898,C2026091
25,25,C2412467,C2808993
26,26,C0832667,C1238607
27,27,C0633576,C3576182
28,28,C0047360,C0610611
29,29,C3771890,C3975934
30,30,C3119057,C3747540
31,31,C1152499,C1672191
32,32,C1590974,C3661159
33,33,C0621862,C1626612
34,34,C0046123,C3486901
35,35,C1452048,C2512091
36,36,C0909391,C3465390
37,37,C1833173,C1895176
38,38,C2991125,C3654163
39,39,C1367115,C1452563
40,40,C3583068,C3699164
41,41,C0485936,C3045401
42,42,C2976359,C3326429
43,43,C3340382,C3539551
44,44,C0776024,C2436069
45,45,C1122018,C2607642
46,46,C1220014,C3751279
47,47,C1527544,C3261957
48,48,C2606016,C3935381
49,49,C1521859,C2760812
50,50,C0590033,C3857497
51,51,C0605786,C1182683
52,52,C0832946,C3311682
53,53,C2442383,C3014429
54,54,C3712860,C4001610
55,55,C2969992,C3261253
56,56,C0822099,C1892399
57,57,C0126359,C0658861
58,58,C1920528,C3592576
59,59,C2003778,C2723131
60,60,C1632161,C3083976
61,61,C1049132,C2805116
62,62,C3263181,C3958080
63,63,C1323749,C3791368
64,64,C1901756,C2779142
65,65,C0656327,C1051524
66,66,C2667757,C3811261
67,67,C3476168,C3714071
68,68,C3438933,C3858107
69,69,C1935218,C3845739
