,sno,CUI1,CUI2
0,0,C2719874,C2752118
1,1,C1482309,C2406711
2,2,C1665964,C3815059
3,3,C1025129,C3553195
4,4,C0029800,C2999067
5,5,C0306434,C1510683
6,6,C2987147,C3825143
7,7,C1150468,C2467810
8,8,C2470734,C3576602
9,9,C1329033,C2572616
10,10,C0681135,C1454952
11,11,C0390573,C1017786
12,12,C2453531,C3028521
13,13,C1517929,C2566082
14,14,C0350536,C2799820
15,15,C1823497,C3324210
16,16,C0428472,C1250003
17,17,C0836637,C1144122
18,18,C2348046,C3369729
19,19,C1414689,C1819544
20,20,C1208011,C1741335
21,21,C2702455,C3319543
22,22,C1814197,C3155370
23,23,C2034591,C2820855
24,24,C0322303,C1313755
25,25,C1857109,C2710377
26,26,C0601199,C2990401
27,27,C0676305,C2680074
28,28,C1898337,C1932851
29,29,C0160630,C3567338
30,30,C1452584,C1667647
31,31,C1912920,C2597937
32,32,C1707751,C3491626
33,33,C3018392,C3944128
34,34,C1983380,C4005954
35,35,C2740053,C3593582
36,36,C1945891,C3776674
37,37,C2259730,C3503600
38,38,C1492715,C2458524
39,39,C1699973,C2390000
40,40,C0801433,C1478968
41,41,C3271786,C3640783
42,42,C1672598,C2539637
43,43,C0475462,C1172489
44,44,C2727315,C3135673
45,45,C0151375,C1872442
46,46,C1831033,C2999119
47,47,C3045221,C3339461
48,48,C0279353,C3574450
49,49,C2984272,C3435552
50,50,C1942900,C3416050
51,51,C0928229,C1608127
52,52,C1505491,C3916597
53,53,C0257707,C1057531
54,54,C0389071,C2245052
55,55,C0154896,C2561911
56,56,C0522872,C3919294
57,57,C1918830,C2718863
58,58,C3045469,C3810930
59,59,C0526343,C2761417
60,60,C2349726,C2715369
61,61,C2966727,C3368925
62,62,C3349033,C3582255
63,63,C0410436,C1619328
64,64,C0793487,C3128151
65,65,C3747739,C3953067
66,66,C0058345,C1247172
67,67,C1087035,C2662447
68,68,C3228237,C3736100
69,69,C0552230,C1281720
