,sno,CUI1,CUI2
0,0,C1998014,C4022898
1,1,C3215717,C4036567
2,2,C0944410,C3779172
3,3,C2423928,C3854272
4,4,C2293552,C2314050
5,5,C3230455,C3857871
6,6,C1611293,C2714344
7,7,C0957028,C1216956
8,8,C0014864,C0244853
9,9,C0259758,C3119049
10,10,C2818944,C3625036
11,11,C0912199,C2504777
12,12,C0056887,C3805223
13,13,C1178510,C1700890
14,14,C1679683,C3721833
15,15,C3347585,C3949274
16,16,C1341140,C2426793
17,17,C1936161,C2829998
18,18,C2565865,C3841298
19,19,C1629534,C2548236
20,20,C0736741,C2680304
21,21,C1155851,C1383044
22,22,C1181190,C3109535
23,23,C0379190,C3492955
24,24,C0952571,C2814551
25,25,C3746612,C3750877
26,26,C0681910,C1230791
27,27,C1098816,C3773694
28,28,C0504653,C3801166
29,29,C0230439,C3322635
30,30,C0949497,C3950326
31,31,C0264855,C1317568
32,32,C0116294,C0300362
33,33,C1984808,C3439782
34,34,C0917729,C2479172
35,35,C1172430,C3050120
36,36,C2768066,C3794871
37,37,C1115549,C3745810
38,38,C0550860,C3785353
39,39,C0500825,C1471923
40,40,C0854942,C2973648
41,41,C0590701,C2199362
42,42,C1027354,C2766024
43,43,C3711752,C4022007
44,44,C0344629,C1880878
45,45,C1023185,C2453305
46,46,C0061777,C1873859
47,47,C3727906,C3765917
48,48,C2268180,C3019388
49,49,C1412439,C1606497
50,50,C2337304,C3872336
51,51,C0679659,C3728660
52,52,C1470366,C2641373
53,53,C1232358,C3892594
54,54,C0435006,C1158279
55,55,C0526871,C3991450
56,56,C3313646,C3410603
57,57,C1172026,C1888148
58,58,C3150427,C3207781
59,59,C0820460,C2393661
60,60,C1446681,C2771654
61,61,C1669261,C1954330
62,62,C3021350,C3984563
63,63,C1853849,C3065365
64,64,C3081810,C3444166
65,65,C0797516,C0956971
66,66,C0680770,C1080580
67,67,C1174514,C3018965
68,68,C0683062,C1121781
69,69,C1082851,C3952846
