,sno,CUI1,CUI2
0,0,C0121472,C1034981
1,1,C0908724,C2764911
2,2,C0834447,C1516982
3,3,C3265867,C3755994
4,4,C2313892,C2918495
5,5,C1749388,C2990912
6,6,C1413823,C3753255
7,7,C1326523,C1703355
8,8,C3466689,C3560589
9,9,C0661314,C3544487
10,10,C0377634,C3772360
11,11,C1559442,C1972097
12,12,C1510673,C2947836
13,13,C2002222,C3903339
14,14,C1210759,C3618997
15,15,C0489131,C0819522
16,16,C3545102,C3983068
17,17,C1126764,C3933261
18,18,C3239454,C3593478
19,19,C1369326,C3070540
20,20,C0602134,C3933192
21,21,C1714805,C3726257
22,22,C0065182,C2003251
23,23,C3328117,C3634966
24,24,C0981455,C3423518
25,25,C0958173,C2975206
26,26,C2345229,C3710360
27,27,C0058441,C1710069
28,28,C1512999,C1945860
29,29,C1010501,C3928067
30,30,C0871303,C1578346
31,31,C0825174,C3090737
32,32,C2325789,C3044124
33,33,C2583614,C3842148
34,34,C1523998,C3770370
35,35,C1871934,C2439065
36,36,C0046545,C3175925
37,37,C2687635,C3926635
38,38,C2518438,C3652704
39,39,C1000467,C2424114
40,40,C2339028,C3712612
41,41,C1325929,C3070071
42,42,C2988704,C3797844
43,43,C1062590,C3380918
44,44,C2716114,C3692539
45,45,C1026185,C1192605
46,46,C0020057,C0926837
47,47,C1957356,C3980952
48,48,C1678986,C3114584
49,49,C1098685,C3225169
50,50,C0981444,C1232646
51,51,C1191083,C3363936
52,52,C2763018,C3890700
53,53,C0159234,C3208474
54,54,C1179574,C3078256
55,55,C3897528,C4042062
56,56,C2583071,C3274988
57,57,C3060814,C3325420
58,58,C1459095,C2334091
59,59,C0433201,C3776835
60,60,C1682826,C3091062
61,61,C2287201,C3633038
62,62,C1002460,C3979010
63,63,C1525926,C3274673
64,64,C1058559,C2716883
65,65,C2975200,C3055775
66,66,C1440291,C3095731
67,67,C1902628,C3987248
68,68,C3578994,C3848875
69,69,C3652583,C3852502
