,sno,CUI1,CUI2
0,0,C2519662,C3053998
1,1,C1256267,C3214989
2,2,C1194270,C2779170
3,3,C0249989,C0644689
4,4,C2348305,C2750952
5,5,C0527192,C3788066
6,6,C0765186,C3080831
7,7,C0278090,C3974000
8,8,C1761530,C3658048
9,9,C1915348,C3445784
10,10,C0701015,C2987276
11,11,C0232443,C3770197
12,12,C3063621,C3843807
13,13,C1454520,C2668835
14,14,C0386358,C2641775
15,15,C1692990,C3583124
16,16,C0825118,C1436105
17,17,C1032181,C3983793
18,18,C0968634,C3710915
19,19,C0945707,C1203828
20,20,C0070333,C2687591
21,21,C0297917,C1920121
22,22,C3101024,C3211535
23,23,C0663978,C1466885
24,24,C0828433,C1246000
25,25,C0996333,C3760690
26,26,C3128731,C3721051
27,27,C2272251,C2661792
28,28,C1708512,C2350853
29,29,C1286038,C1599170
30,30,C3732900,C3994872
31,31,C0486101,C3922677
32,32,C3096257,C3450742
33,33,C2469164,C3009255
34,34,C0050576,C3641030
35,35,C1989139,C2825265
36,36,C0831680,C3833243
37,37,C0366292,C2570991
38,38,C0739780,C1220485
39,39,C0941140,C2604184
40,40,C2560738,C2736454
41,41,C3225100,C3908501
42,42,C3450414,C3582165
43,43,C1201555,C3033286
44,44,C2574385,C3097195
45,45,C0949475,C3948382
46,46,C2350293,C2428563
47,47,C1206805,C3121657
48,48,C1459740,C2935822
49,49,C0538079,C3406678
50,50,C3390891,C3870288
51,51,C0550534,C2609576
52,52,C2625030,C3584097
53,53,C2348489,C2981661
54,54,C0020388,C3896539
55,55,C0177576,C2982427
56,56,C0064190,C2448837
57,57,C1003372,C3246328
58,58,C1866022,C3642190
59,59,C1129091,C3346347
60,60,C1311658,C3267764
61,61,C0988487,C3574671
62,62,C2961940,C3437983
63,63,C1476279,C3049187
64,64,C1414260,C2534708
65,65,C0050092,C3092005
66,66,C0538334,C1449635
67,67,C0056718,C3208702
68,68,C0685341,C2779669
69,69,C3073056,C3426034
