,sno,CUI1,CUI2
0,0,C0221956,C3341948
1,1,C1831366,C3148181
2,2,C0942772,C3282425
3,3,C2400068,C2623654
4,4,C3270745,C3820212
5,5,C1229033,C1311359
6,6,C1143290,C2571106
7,7,C2398155,C2930522
8,8,C0802749,C3428145
9,9,C0460462,C1140184
10,10,C1633190,C3800218
11,11,C1254217,C3805870
12,12,C0032307,C2781738
13,13,C1969595,C3412068
14,14,C2714375,C3046636
15,15,C3435272,C4045088
16,16,C1384563,C3772232
17,17,C2394990,C3816632
18,18,C2330968,C3340401
19,19,C1461283,C1843143
20,20,C1551175,C2386141
21,21,C1612172,C4013399
22,22,C0492391,C2924785
23,23,C3221527,C3470522
24,24,C0108146,C3976480
25,25,C2490820,C3735398
26,26,C0142090,C2658274
27,27,C0482423,C3569050
28,28,C3084509,C3974940
29,29,C3985154,C4011474
30,30,C2265051,C3797761
31,31,C2916816,C2923797
32,32,C1231358,C1890702
33,33,C2818272,C3447775
34,34,C3223401,C3539977
35,35,C2357121,C3951279
36,36,C0367524,C3946533
37,37,C2734121,C3802765
38,38,C2520693,C3903552
39,39,C1213157,C2991184
40,40,C1461301,C3591704
41,41,C1173728,C2248302
42,42,C1157842,C1874829
43,43,C0505351,C0829329
44,44,C2259477,C4012082
45,45,C1058138,C2692398
46,46,C0236720,C3259113
47,47,C0227780,C2763009
48,48,C1416585,C3490456
49,49,C0830079,C3951847
50,50,C0055618,C2693423
51,51,C0810413,C1979275
52,52,C0875591,C2391833
53,53,C1434263,C1631690
54,54,C0065677,C1227517
55,55,C1514763,C3179040
56,56,C3150860,C3811749
57,57,C0022217,C1056608
58,58,C0525024,C3280541
59,59,C3810278,C3931140
60,60,C2764439,C3571956
61,61,C2816202,C3590491
62,62,C0228998,C3947475
63,63,C0724136,C1140170
64,64,C2658958,C2779664
65,65,C2716817,C3060998
66,66,C3323671,C3578578
67,67,C1592133,C3527737
68,68,C1506950,C2577672
69,69,C1635480,C3756824
