,sno,CUI1,CUI2
0,0,C1866987,C2347231
1,1,C1522763,C2791302
2,2,C1307568,C1431026
3,3,C0046197,C3271425
4,4,C1669317,C3014718
5,5,C0129700,C2564801
6,6,C0753170,C3019463
7,7,C1817256,C3918412
8,8,C3180724,C3440296
9,9,C0921709,C3063641
10,10,C1564397,C3210919
11,11,C0803595,C2363069
12,12,C0142504,C3849111
13,13,C2531861,C3953773
14,14,C0603437,C3565276
15,15,C2514093,C2712122
16,16,C1929047,C3949030
17,17,C1382095,C3993649
18,18,C3273639,C4000739
19,19,C0916347,C1183069
20,20,C1978514,C2741622
21,21,C1505894,C3737149
22,22,C1198599,C1567079
23,23,C1383258,C3423520
24,24,C0457153,C3006101
25,25,C3385034,C3542201
26,26,C1942237,C2626215
27,27,C3110731,C3923178
28,28,C0658153,C3347185
29,29,C0961670,C3965785
30,30,C3380770,C3982189
31,31,C3364603,C3388979
32,32,C1881132,C3321000
33,33,C1245338,C3979957
34,34,C0006519,C3578563
35,35,C2516820,C3627480
36,36,C3528963,C3537384
37,37,C1979810,C2296978
38,38,C2828462,C3418657
39,39,C1214019,C3727511
40,40,C0105747,C2531350
41,41,C1875356,C3133267
42,42,C1649836,C1901231
43,43,C0176416,C3833397
44,44,C1209858,C2337894
45,45,C2948043,C3357978
46,46,C0638968,C1914352
47,47,C0819489,C2768493
48,48,C0354401,C1839525
49,49,C2775872,C3651604
50,50,C2560790,C3921245
51,51,C1625598,C3799762
52,52,C1497315,C1894942
53,53,C1004422,C3385155
54,54,C0528294,C0956845
55,55,C2662496,C3004091
56,56,C2275886,C3390616
57,57,C1315339,C3326154
58,58,C1414067,C2975731
59,59,C0916221,C0921321
60,60,C1539612,C2708640
61,61,C1467749,C2617912
62,62,C0202469,C1551449
63,63,C3048617,C3954774
64,64,C0491830,C3960558
65,65,C1852213,C3337907
66,66,C0626551,C2934230
67,67,C3054680,C3334444
68,68,C2735447,C3208473
69,69,C1242007,C3396857
