,sno,CUI1,CUI2
0,0,C0956363,C1054348
1,1,C1669824,C3074658
2,2,C3757180,C3773829
3,3,C0671806,C3248195
4,4,C1873324,C3844438
5,5,C0794423,C1228394
6,6,C1706354,C3440938
7,7,C3377577,C3772808
8,8,C1529639,C2383046
9,9,C2481259,C2521266
10,10,C2268434,C3376655
11,11,C0614659,C2388763
12,12,C1040936,C2775313
13,13,C3161163,C3899263
14,14,C0257314,C0835714
15,15,C1449590,C3606705
16,16,C2407130,C2664377
17,17,C2689971,C3551043
18,18,C2329420,C2460941
19,19,C0883238,C0911260
20,20,C2809059,C3127288
21,21,C1665375,C2330045
22,22,C0816644,C1154462
23,23,C0916373,C1333459
24,24,C0484112,C2516191
25,25,C3345501,C3609773
26,26,C1057688,C4007340
27,27,C2376926,C3747761
28,28,C1823283,C3192788
29,29,C0774336,C0824136
30,30,C0154842,C2669544
31,31,C1572660,C2478422
32,32,C2354434,C2405200
33,33,C1052544,C3033274
34,34,C2475790,C3633688
35,35,C1015179,C1704202
36,36,C0832443,C3889461
37,37,C0260864,C1267105
38,38,C0630943,C3404246
39,39,C1013747,C3103612
40,40,C2271838,C2811489
41,41,C2549245,C3528983
42,42,C1568154,C1644950
43,43,C2289368,C2525475
44,44,C2669283,C3634650
45,45,C1957735,C3643343
46,46,C2693852,C3332297
47,47,C3949845,C3969913
48,48,C1226625,C3988135
49,49,C3003494,C3989933
50,50,C0047325,C3431325
51,51,C2970521,C3005585
52,52,C1194479,C3261701
53,53,C1498482,C3283914
54,54,C1655238,C3255525
55,55,C1710566,C1954845
56,56,C0028460,C1686294
57,57,C2302064,C2742925
58,58,C0269683,C0708901
59,59,C0854787,C1643357
60,60,C3487170,C3610535
61,61,C1844595,C3061716
62,62,C0374282,C1075450
63,63,C0658320,C3642305
64,64,C0075625,C1739667
65,65,C1916709,C3828610
66,66,C0666768,C1220974
67,67,C1203488,C3934725
68,68,C1634828,C1958659
69,69,C0950083,C3148442
