rownum,CUI1,CUI2,ce
0,C1879704,C0036412,-0.001339151174761355
1,C1149041,C0584876,0.11901913583278656
2,C1003184,C0836695,0.09741824865341187
3,C1838572,C0798845,0.0407942570745945
4,C1147684,C2621356,-0.0957622081041336
5,C0699815,C0792463,0.10911428183317184
6,C0025249,C2795396,-0.0624147467315197
7,C2347369,C1226893,-0.008757777512073517
8,C1953069,C1125026,0.10851918160915375
9,C1830901,C0258099,-0.014997299760580063
10,C3484570,C0979741,0.17103762924671173
11,C0484087,C1426173,-0.020571503788232803
12,C3992653,C2303993,-0.14519114792346954
13,C1717193,C2553847,0.0011519365943968296
14,C3271609,C0627858,0.1920890361070633
15,C2642936,C0619992,0.03430773317813873
16,C0002871,C3040081,-0.05203629285097122
17,C2614312,C3362654,0.10066495835781097
18,C0881068,C0704806,-0.032599855214357376
19,C0018378,C3847438,-0.07514401525259018
20,C0797890,C0754456,0.0638698861002922
21,C0363343,C0237935,-8.197816205210984E-4
22,C0943661,C3103824,0.0505947507917881
23,C1707183,C0483157,0.06642533838748932
24,C0429757,C2780767,0.011990361846983433
25,C0797715,C3711562,0.03419048711657524
26,C0797767,C3901809,1.1948533938266337E-5
27,C0050528,C1025261,0.015112125314772129
28,C1384550,C3553060,-0.05960307642817497
29,C3291394,C0738631,-0.0423530675470829
30,C3081083,C2989670,0.048005539923906326
31,C1438778,C1449504,0.0246489979326725
32,C1316935,C1562447,-0.015084411948919296
33,C0216784,C1038924,0.01531169842928648
34,C0017132,C2919146,-0.09735165536403656
35,C3940811,C3892463,0.043451327830553055
36,C2973922,C1637483,0.040092382580041885
37,C3545041,C3640741,0.13156209886074066
38,C1113949,C0488991,0.06000284105539322
39,C3669398,C0483034,0.037913303822278976
40,C3398997,C0505043,-0.08384700864553452
41,C1542961,C3370781,0.04408121481537819
42,C3541289,C3921920,-0.03716829791665077
43,C0023448,C2999464,0.2448195219039917
44,C2465263,C3400941,-0.06842300295829773
45,C4027207,C3423247,0.0308392271399498
46,C1134568,C3924261,0.0013461416820064187
47,C3869688,C3987783,-0.02956986613571644
48,C3639399,C3175036,0.1613594889640808
49,C1715594,C1637793,-0.0189543217420578
50,C2622707,C3060065,-0.05469924584031105
51,C3967466,C1081517,0.05186464637517929
52,C3747963,C1567379,-0.022008616477251053
53,C0034796,C0060277,0.030105385929346085
54,C1526118,C0730684,0.1253601461648941
55,C1421496,C2769225,-0.011050321161746979
56,C2649584,C0005697,-0.16839632391929626
57,C2661399,C0934364,-0.22189685702323914
58,C3888273,C3853046,0.08243243396282196
59,C0978638,C0798000,-0.023996690288186073
60,C1013450,C4033434,0.012814134359359741
61,C1659821,C0058772,0.10097610205411911
62,C0170473,C0693045,0.11275569349527359
63,C1421929,C0943050,-0.02971317246556282
64,C2707080,C1051768,0.10980327427387238
65,C1743796,C1647601,0.055488236248493195
66,C1880474,C0362511,0.13002201914787292
67,C0037473,C3457444,-0.027816422283649445
68,C3610020,C1632255,-0.18877249956130981
69,C2923565,C3815159,0.00996033102273941
70,C2361386,C3922129,0.1372407227754593
71,C0152095,C0224722,-0.07626453042030334
72,C3169552,C3068245,0.12268384546041489
73,C1421446,C3285471,0.027391882613301277
74,C1545892,C1931785,0.03103814646601677
75,C3790641,C1674167,0.24030368030071259
76,C4006004,C3728564,0.06939473003149033
77,C0915619,C0151222,-0.025359470397233963
78,C1539620,C0796841,0.033646222203969955
