rownum,CUI1,CUI2,ce
0,C0035078,C0035078,1.0
1,C0018787,C0027061,0.4367688000202179
2,C0038454,C0021308,0.3717610538005829
3,C0156543,C0000786,0.29070690274238586
4,C0011253,C0036341,0.435972660779953
5,C0018802,C0034063,0.3709319233894348
6,C0027627,C0001418,0.20697622001171112
7,C0175895,C0009814,0.10334085673093796
8,C0011991,C0344375,0.23121380805969238
9,C0026269,C0004238,0.38287732005119324
10,C0024117,C0024109,0.25017374753952026
11,C0003873,C0409974,0.4397585093975067
12,C0006118,C0151699,0.1781366467475891
13,C0007286,C0029408,0.19618448615074158
14,C0011849,C0020538,0.21333149075508118
15,C0702166,C0039142,0.12374496459960938
16,C0003232,C0020517,0.07020898908376694
17,C0010137,C0086511,0.009243683889508247
18,C0034065,C0027051,0.17698001861572266
19,C0034069,C0242379,0.28585734963417053
20,C0206698,C0009378,0.21634505689144135
21,C0333997,C0007107,0.02296258509159088
22,C0026769,C0033975,0.13050086796283722
23,C0003615,C0029456,-0.041322432458400726
24,C0034877,C0003483,0.03274178504943848
25,C0043352,C0023891,0.02317553013563156
26,C0030920,C0027092,-0.006490821950137615
27,C0011581,C0007642,0.08855484426021576
28,C0042345,C0224701,0.03989319130778313
29,C0020473,C0027627,0.04840436205267906
