rownum,CUI1,CUI2,ce
0,C1883335,C1738209,NaN
1,C1568684,C1209357,NaN
2,C1382941,C3378713,NaN
3,C0485751,C2916993,NaN
4,C1315157,C1703476,NaN
5,C1334310,C0358458,-0.9992254972457886
6,C2657225,C2360082,NaN
7,C3156320,C0818149,-0.9997445940971375
8,C2607213,C3012660,NaN
9,C1741745,C0796389,NaN
10,C0798948,C3658282,NaN
11,C0647743,C2002074,NaN
12,C3982742,C0232124,NaN
13,C3428444,C3322411,NaN
14,C0804243,C3847422,NaN
15,C0485463,C1157352,NaN
16,C3569086,C3952801,NaN
17,C0034540,C3569575,-0.11434633284807205
18,C2428136,C0002573,-0.08108878880739212
19,C2986140,C0386058,-0.9990261793136597
20,C1543872,C3375030,NaN
21,C1722391,C0331498,NaN
22,C1505239,C0366577,NaN
23,C0787020,C0018497,NaN
24,C2610682,C1999875,NaN
25,C0687821,C1279956,NaN
26,C1143736,C2949881,NaN
27,C0733383,C2384508,NaN
28,C1346290,C1990794,NaN
29,C0302363,C3924734,0.9995594024658203
30,C2649876,C2362605,NaN
31,C2645527,C0282312,NaN
32,C2942817,C0943721,NaN
33,C0039821,C3534718,NaN
34,C3365344,C1355003,NaN
35,C0205394,C0503833,NaN
36,C1419310,C3654842,NaN
37,C2578591,C1990733,NaN
38,C0367996,C0489398,NaN
39,C1158447,C0931178,NaN
40,C2682856,C3896023,0.9988658428192139
41,C2940784,C0939026,NaN
42,C0882348,C1191224,NaN
43,C3247665,C1559984,NaN
44,C0265966,C3891678,0.9949350357055664
45,C1868682,C1113743,NaN
46,C1873230,C0430594,0.9979294538497925
47,C2809310,C3812343,0.9937801957130432
48,C3738098,C1978516,0.9576709866523743
49,C0942445,C0705909,NaN
50,C0959645,C0595459,NaN
51,C2598097,C1056049,NaN
52,C0026187,C3392891,-0.8172308802604675
53,C0710255,C0078399,NaN
54,C3925051,C0616843,NaN
55,C2735564,C1101477,NaN
56,C1544210,C1052560,NaN
57,C3227437,C0393547,NaN
58,C1075005,C1693842,NaN
59,C0482554,C1819186,NaN
60,C2361222,C3034953,NaN
61,C1054876,C0951381,NaN
62,C0980506,C1332097,-0.8729851245880127
63,C0521213,C1544327,NaN
64,C1513237,C0023607,NaN
65,C1978355,C1245344,NaN
66,C0903808,C3807357,-0.9986111521720886
67,C1150382,C3117133,NaN
68,C3246449,C3891774,NaN
69,C0175426,C0017920,NaN
70,C1924185,C1524210,NaN
71,C1526599,C0260069,NaN
72,C0748852,C3106898,0.9987452626228333
73,C2286778,C1481380,0.9997586607933044
74,C0925832,C0598696,0.9995169043540955
75,C0939133,C1518051,NaN
76,C2452949,C1140680,NaN
77,C1153097,C1565989,0.9907177090644836
78,C3894044,C1513692,0.9951885342597961
79,C0943530,C3911594,NaN
80,C2719778,C2826825,-0.996211051940918
81,C3813764,C0798442,NaN
82,C0550610,C1547102,NaN
83,C0978471,C1864010,-0.9948388934135437
84,C3168409,C3036448,NaN
85,C3276821,C2735319,-0.998278021812439
86,C0656326,C3898195,-0.9933655261993408
87,C0034524,C0756892,NaN
88,C1171168,C2498052,NaN
89,C0485640,C0365638,NaN
90,C0484464,C1155828,NaN
91,C3850342,C1315703,NaN
92,C1710659,C2747769,0.9637173414230347
93,C3822831,C0483719,NaN
94,C0600282,C2936250,0.9385005831718445
95,C0328198,C3534408,-0.9975233674049377
96,C2969952,C1848571,NaN
97,C1124479,C1414298,0.9872483015060425
98,C3887516,C0521471,-0.9983808994293213
99,C0030078,C0215848,-0.48674848675727844
100,C3596897,C2099487,NaN
101,C1935636,C1952631,NaN
