rownum,CUI1,CUI2,ce
0,C0880741,C1335776,NaN
1,C2572784,C3259843,-0.9994091987609863
2,C1978452,C1114587,NaN
3,C0641366,C3895803,0.9997746348381042
4,C3318680,C1235461,NaN
5,C0385113,C1053374,NaN
6,C2324581,C0798289,NaN
7,C1521487,C1181470,NaN
8,C2403143,C1192594,0.9995585680007935
9,C1138282,C3186998,NaN
10,C0206722,C2713065,NaN
11,C1147717,C0086390,NaN
12,C2744721,C2530659,NaN
13,C3666527,C1873976,NaN
14,C0278928,C1164796,0.9988648891448975
15,C0524601,C1688694,0.9737921953201294
16,C2755771,C3449008,NaN
17,C0943052,C3320827,NaN
18,C0708478,C1310685,NaN
19,C0879965,C1818755,NaN
20,C2621870,C0687875,NaN
21,C1416708,C2794420,NaN
22,C0033607,C1024390,0.15490049123764038
23,C2545356,C1906117,NaN
24,C2344808,C1538786,NaN
25,C1424726,C0833233,-0.9987205862998962
26,C3536393,C0029411,0.035126641392707825
27,C0049718,C3853966,NaN
28,C0707040,C0221773,NaN
29,C1417710,C1418708,0.9428035020828247
30,C1422366,C3871259,NaN
31,C1830075,C3148003,NaN
32,C1212153,C0206727,0.9593923091888428
33,C0178003,C0018482,NaN
34,C3426506,C0379109,NaN
35,C1170123,C1428968,NaN
36,C0600432,C0228815,-0.9980461001396179
37,C1965884,C3428490,NaN
38,C2583866,C0953902,NaN
39,C0364847,C0893450,NaN
40,C3385507,C2360333,NaN
41,C0006685,C1824473,-0.37976181507110596
42,C0221248,C3763040,NaN
43,C1952630,C3163382,NaN
44,C0800289,C0945506,NaN
45,C3054849,C1128835,NaN
46,C0600495,C0798260,NaN
47,C1565159,C1896268,NaN
48,C0350132,C3831150,-0.9936854243278503
49,C3262596,C0392752,-0.997448205947876
50,C3490537,C1452514,NaN
51,C0215600,C3274034,NaN
52,C3719923,C1147110,NaN
53,C1198041,C1315975,NaN
54,C3911052,C0243702,NaN
55,C1061983,C0834738,-0.9990859627723694
56,C1439979,C1151464,0.9993547201156616
57,C2458488,C0920565,NaN
58,C0634419,C2972949,NaN
59,C0010207,C3943939,NaN
60,C0917801,C3209382,NaN
61,C3971259,C2827772,-0.9967366456985474
62,C3319923,C2441798,NaN
63,C0020217,C1147057,NaN
64,C1921506,C3094938,NaN
65,C2749146,C0006075,NaN
66,C2395009,C1413323,0.9885246753692627
67,C1942715,C1483962,-0.9368453621864319
68,C3023561,C1147140,NaN
69,C2333186,C3474011,NaN
70,C0036489,C0034538,-0.4627593159675598
71,C3902674,C2285463,NaN
72,C1293967,C2445231,NaN
73,C3654992,C3046857,NaN
74,C1824631,C3546990,NaN
75,C2754244,C3175556,NaN
76,C3086590,C1929947,NaN
77,C0093504,C0981760,NaN
78,C2923669,C0039705,NaN
79,C1147345,C1419272,NaN
80,C3337537,C3930552,NaN
81,C1214108,C3845563,NaN
82,C1904031,C3132600,-0.9557076692581177
83,C2296306,C2926382,NaN
84,C0920899,C1477732,0.9747522473335266
85,C0676424,C0799128,NaN
86,C1259214,C0550792,NaN
87,C1217838,C2668423,NaN
88,C0506470,C3276161,0.9942126870155334
89,C0052148,C1423015,0.22429394721984863
90,C1145847,C1505393,NaN
91,C3912294,C3717091,NaN
92,C3107214,C0944919,NaN
93,C3424699,C3654718,NaN
94,C1543004,C1315140,NaN
95,C1334632,C2724919,NaN
96,C0178916,C1079133,NaN
97,C1514261,C3795344,NaN
98,C0367297,C1709428,NaN
99,C0549930,C0173809,NaN
100,C2608718,C3940741,NaN
101,C0944190,C1824139,NaN
102,C2403473,C1149794,NaN
103,C1571235,C3180525,NaN
104,C1589363,C3572304,NaN
105,C3128060,C2555708,NaN
106,C0164055,C3732535,-0.9218353033065796
107,C0084195,C1007119,NaN
108,C2709470,C3262151,NaN
109,C3809385,C2354899,NaN
110,C3925103,C3261706,NaN
111,C1194288,C2536867,NaN
112,C1659554,C0484765,NaN
113,C2995723,C0688001,0.9927228689193726
114,C2997544,C0761151,NaN
115,C4021278,C0729205,NaN
116,C0714543,C0329316,NaN
117,C2403430,C0882985,NaN
118,C0552172,C3036678,NaN
119,C0485644,C1438155,NaN
120,C0932117,C3384964,NaN
121,C2981110,C1113894,NaN
122,C3158738,C0162757,0.9977936148643494
123,C0802433,C3236353,NaN
124,C0011603,C1481798,NaN
125,C3572157,C2490760,NaN
126,C3474204,C0998825,NaN
127,C0550499,C3721852,NaN
128,C2745390,C3258980,NaN
129,C1062964,C1865722,NaN
130,C2414566,C1147007,NaN
131,C1308584,C1116108,NaN
132,C2614165,C2790260,NaN
133,C1714887,C1567354,NaN
134,C1935350,C1507354,-0.9940236210823059
135,C0015402,C0054722,NaN
136,C1624119,C2307942,NaN
137,C1198367,C0448376,NaN
138,C0061650,C2930990,-0.7770962715148926
139,C0010483,C2941963,NaN
140,C1114892,C0873525,NaN
141,C2355267,C2646257,-0.9976884126663208
142,C0875585,C2647165,NaN
143,C0072066,C2926491,NaN
144,C1714895,C2366228,NaN
145,C3451520,C3871140,NaN
146,C3656940,C0084718,-0.9739369750022888
147,C0148153,C1152760,NaN
148,C0484262,C3546881,NaN
149,C0053602,C0279720,NaN
150,C2598598,C3601697,NaN
151,C0550315,C1529562,NaN
152,C0797871,C0822288,NaN
153,C1502364,C0973971,NaN
154,C1922061,C1715017,NaN
155,C2738074,C3262637,NaN
156,C3667901,C3149336,0.996834397315979
157,C4003418,C0928215,NaN
158,C3489036,C0947230,NaN
159,C1174978,C0006975,NaN
160,C2416188,C0033612,NaN
161,C4015777,C3546752,NaN
162,C3790122,C3273629,0.9997389912605286
163,C0365888,C2821104,NaN
164,C2826417,C0683051,0.9997086524963379
165,C1316376,C0244306,NaN
166,C2923907,C3559073,NaN
167,C3817899,C1688404,NaN
168,C3169264,C0142528,NaN
169,C3430824,C1618172,-0.9999672770500183
170,C1425426,C1836023,-0.9995614886283875
171,C3259560,C1642466,NaN
172,C2932001,C1979108,NaN
173,C2608237,C0804402,NaN
174,C0261219,C3772733,NaN
175,C1190421,C1316371,NaN
176,C3269813,C2800297,-0.9928518533706665
177,C2618587,C2792167,NaN
178,C2975598,C0542235,NaN
179,C0797443,C0059070,NaN
180,C1855681,C0280856,0.998778223991394
181,C1089507,C1952904,NaN
182,C3019542,C1155300,NaN
183,C2736196,C0807713,NaN
184,C0482185,C0038527,NaN
185,C0311242,C1152263,0.9991744160652161
186,C0880980,C0126732,NaN
187,C0945203,C3259695,NaN
188,C0497421,C2966682,NaN
