rownum,CUI1,CUI2,ce
0,C1879704,C0036412,-0.041251715272665024
1,C1149041,C0584876,0.08485833555459976
2,C1003184,C0836695,0.06950438767671585
3,C1838572,C0798845,-0.026866799220442772
4,C1147684,C2621356,0.02170063741505146
5,C0699815,C0792463,0.05201738700270653
6,C0025249,C2795396,-0.04041560739278793
7,C2347369,C1226893,0.020237354561686516
8,C1953069,C1125026,-0.0028827665373682976
9,C1830901,C0258099,0.1455860286951065
10,C3484570,C0979741,0.08388347178697586
11,C0484087,C1426173,-0.060987625271081924
12,C3992653,C2303993,-0.06850734353065491
13,C1717193,C2553847,0.0077216546051204205
14,C3271609,C0627858,0.12919583916664124
15,C2642936,C0619992,0.06603170186281204
16,C0002871,C3040081,-0.010757526382803917
17,C2614312,C3362654,-0.007159567903727293
18,C0881068,C0704806,0.048227086663246155
19,C0018378,C3847438,-0.07291679829359055
20,C0797890,C0754456,0.14076310396194458
21,C0363343,C0237935,-0.012268261052668095
22,C0943661,C3103824,-0.01975567825138569
23,C1707183,C0483157,0.05464380979537964
24,C0429757,C2780767,0.061428409069776535
25,C0797715,C3711562,0.004371259361505508
26,C0797767,C3901809,0.03043234907090664
27,C0050528,C1025261,-0.03343009203672409
28,C1384550,C3553060,0.027477053925395012
29,C3291394,C0738631,-0.017009951174259186
30,C3081083,C2989670,0.08842939883470535
31,C1438778,C1449504,0.05052565783262253
32,C1316935,C1562447,-0.010705479420721531
33,C0216784,C1038924,0.004106658045202494
34,C0017132,C2919146,0.012589700520038605
35,C3940811,C3892463,0.15079805254936218
36,C2973922,C1637483,0.022828087210655212
37,C3545041,C3640741,0.02478158473968506
38,C1113949,C0488991,-0.020139282569289207
39,C3669398,C0483034,-0.0041542029939591885
40,C3398997,C0505043,-0.05835140123963356
41,C1542961,C3370781,0.08198688924312592
42,C3541289,C3921920,0.09279108792543411
43,C0023448,C2999464,0.11912331730127335
44,C2465263,C3400941,-0.019859077408909798
45,C4027207,C3423247,-0.0297421645373106
46,C1134568,C3924261,0.04188856855034828
47,C3869688,C3987783,-0.07110678404569626
48,C3639399,C3175036,0.15235941112041473
49,C1715594,C1637793,-0.022384576499462128
50,C2622707,C3060065,0.002741799224168062
51,C3967466,C1081517,0.016021477058529854
52,C3747963,C1567379,-0.05897347629070282
53,C0034796,C0060277,0.026766957715153694
54,C1526118,C0730684,-0.007588788866996765
55,C1421496,C2769225,-0.002942534163594246
56,C2649584,C0005697,-0.13766039907932281
57,C2661399,C0934364,-0.11900428682565689
58,C3888273,C3853046,-0.001845743041485548
59,C0978638,C0798000,-0.07594016939401627
60,C1013450,C4033434,0.07581675797700882
61,C1659821,C0058772,-0.0022805230692029
62,C0170473,C0693045,0.059254154562950134
63,C1421929,C0943050,-0.05339985713362694
64,C2707080,C1051768,0.003668488934636116
65,C1743796,C1647601,-0.0020228547509759665
66,C1880474,C0362511,0.2060530185699463
67,C0037473,C3457444,-0.031097929924726486
68,C3610020,C1632255,-0.06428670138120651
69,C2923565,C3815159,0.008965385146439075
70,C2361386,C3922129,-0.056919291615486145
71,C0152095,C0224722,-0.03723828122019768
72,C3169552,C3068245,0.03767119348049164
73,C1421446,C3285471,-0.06971155107021332
74,C1545892,C1931785,0.00914563238620758
75,C3790641,C1674167,0.06525344401597977
76,C4006004,C3728564,0.1595851182937622
77,C0915619,C0151222,0.05298306420445442
78,C1539620,C0796841,0.002385590225458145
79,C1324867,C1954327,0.03808930516242981
80,C1517236,C2824885,0.03287486732006073
81,C2246327,C2735863,-0.011177427135407925
82,C1041589,C0801698,-0.0017638239078223705
83,C3256182,C0552074,0.009736268781125546
84,C0038558,C1753319,0.0690760463476181
85,C0941829,C1664889,0.2261582612991333
86,C1341224,C1334532,0.007121072616428137
87,C1539269,C0882368,0.035554803907871246
88,C1528507,C3244309,0.07271059602499008
89,C2632120,C3476166,0.03166835382580757
90,C2565668,C2392762,-0.07419068366289139
91,C1337587,C1023144,0.050198111683130264
92,C4033069,C1825371,0.00980810821056366
93,C0023267,C0960986,-0.009664738550782204
94,C3560400,C1220836,0.09610562771558762
95,C3813558,C3414166,-0.09448765218257904
96,C0038367,C2457413,0.0018179496983066201
97,C0350279,C3483031,-0.022590478882193565
98,C1915604,C3482346,0.1492484211921692
99,C0797695,C3763285,-0.036640141159296036
100,C2691744,C3779632,-0.0103463064879179
101,C1149680,C2385576,-0.05843889340758324
102,C2796762,C3813821,-0.0353725366294384
103,C3808503,C2635576,0.037065256386995316
104,C3106397,C1475853,0.0710538774728775
105,C1135732,C0072642,-0.009896826930344105
106,C1494868,C0014856,0.044820237904787064
107,C1708376,C1293971,-0.06212162226438522
108,C2608045,C0804410,0.0017396381590515375
109,C2239889,C2643070,0.0961853563785553
110,C0037518,C2306385,0.07621194422245026
111,C3654982,C2475908,0.06530718505382538
112,C2337308,C2413249,-0.008114575408399105
113,C1089473,C3568142,0.015851417556405067
114,C1866608,C0007257,-0.006117864046245813
115,C1688309,C2450540,-0.059660326689481735
116,C2428465,C2366121,-0.030116166919469833
117,C0781282,C0313452,0.004673809744417667
118,C2636053,C0364291,-0.08918286114931107
119,C0855815,C0600503,0.04164845123887062
120,C1181745,C2672731,0.06748140603303909
121,C0392338,C1147687,0.06936737895011902
122,C1648465,C4046084,-0.030769670382142067
123,C0803832,C2734915,0.05623243376612663
124,C0063555,C3656424,0.04279867187142372
125,C1525792,C3763737,-0.10985567420721054
126,C1459936,C2494648,-0.15592622756958008
127,C0804382,C2564200,0.037068694829940796
128,C0280606,C0280230,0.01739855855703354
129,C0365733,C2423182,-0.16950391232967377
130,C0455913,C1427484,-0.025605110451579094
131,C1319266,C1564200,-0.0068861194886267185
132,C1412109,C0012462,0.053149349987506866
133,C1644675,C3054073,0.0533277802169323
134,C0943606,C0021027,0.00862308032810688
135,C1431132,C0905644,0.06477554887533188
136,C1236743,C1370210,-0.059712015092372894
137,C2650226,C2931746,0.11924754828214645
138,C0999516,C1314088,0.0248427577316761
139,C3263009,C1150214,0.010462278500199318
140,C1669484,C0037585,-0.07386921346187592
141,C1853965,C1572032,-0.003679563757032156
142,C1147831,C1119966,-0.06019425019621849
143,C1943395,C4023792,0.012209680862724781
144,C1159769,C0973455,0.051531530916690826
145,C0368273,C1678329,0.11683904379606247
146,C2925967,C0821773,0.0391249917447567
147,C0484644,C3332145,0.15559978783130646
148,C3039874,C3541378,0.14756906032562256
149,C3441449,C0226789,0.05439512059092522
150,C0118365,C0367311,-0.004106984008103609
151,C0818468,C0154043,-0.029524410143494606
152,C2728236,C3561355,-0.024127915501594543
153,C2373984,C1041650,0.01891896314918995
154,C3317792,C1634271,0.006599888205528259
