rownum,CUI1,CUI2,ce
0,C0035078,C0035078,1.0
1,C0018787,C0027061,0.40728023648262024
2,C0038454,C0021308,0.3475337326526642
3,C0156543,C0000786,0.29374930262565613
4,C0011253,C0036341,0.34631022810935974
5,C0018802,C0034063,0.39698097109794617
6,C0027627,C0001418,0.2666265666484833
7,C0175895,C0009814,0.05844229832291603
8,C0011991,C0344375,0.18088854849338531
9,C0026269,C0004238,0.4153338670730591
10,C0024117,C0024109,0.22221152484416962
11,C0003873,C0409974,0.3997247815132141
12,C0006118,C0151699,0.09561286121606827
13,C0007286,C0029408,0.293647825717926
14,C0011849,C0020538,0.1826743632555008
15,C0702166,C0039142,0.10023816674947739
16,C0003232,C0020517,0.10637395828962326
17,C0010137,C0086511,0.06418819725513458
18,C0034065,C0027051,0.22695234417915344
19,C0034069,C0242379,0.2655118703842163
20,C0206698,C0009378,0.2841394543647766
21,C0333997,C0007107,0.0121288588270545
22,C0026769,C0033975,0.1332402378320694
23,C0003615,C0029456,0.03192669153213501
24,C0034877,C0003483,0.04461498558521271
25,C0043352,C0023891,0.09047490358352661
26,C0030920,C0027092,0.08745580911636353
27,C0011581,C0007642,0.14335499703884125
28,C0042345,C0224701,0.08383511006832123
29,C0020473,C0027627,0.03618018701672554
