rownum,CUI1,CUI2,ce
0,C2727065,C3410211,-0.07841020077466965
1,C1929019,C1091452,0.032285355031490326
2,C2966747,C0945436,0.10528141260147095
3,C3909395,C0993143,0.03195982053875923
4,C2966623,C3529178,-0.04021872952580452
5,C2608226,C0658844,-0.043879278004169464
6,C3900820,C2929244,-0.10190670192241669
7,C2484955,C1510486,0.027109604328870773
8,C1543226,C1006014,0.07807230204343796
9,C3105542,C1864049,0.09417399764060974
10,C0028663,C0288968,0.06514356285333633
11,C1544194,C1859208,-0.10393739491701126
12,C0677866,C1543748,-0.06929729878902435
13,C0192475,C3663117,-0.040296148508787155
14,C0978485,C1977280,0.08288372308015823
15,C2520474,C1824369,-0.073978491127491
16,C3212764,C1936006,0.06186627596616745
17,C0031138,C0012601,0.18437355756759644
18,C0245603,C1679830,-0.05050365999341011
19,C0030239,C4035033,-0.0947878286242485
20,C3556482,C0694370,0.08317496627569199
21,C1569853,C2650776,0.08467836678028107
22,C3950246,C1029453,0.021962454542517662
23,C1479387,C3488915,0.16850343346595764
24,C0797293,C0798269,0.07364632934331894
25,C3180260,C3733007,0.052216239273548126
26,C2984543,C3251870,0.046952273696660995
27,C1668077,C0307038,-0.09114133566617966
28,C0282072,C2380203,-0.035714928060770035
29,C1608677,C0603153,-0.07840146869421005
30,C1315821,C3763634,0.057082634419202805
31,C0279584,C3541877,0.01464122161269188
32,C0366175,C2707595,-0.001605127821676433
33,C1074676,C3493371,0.1616983860731125
34,C1952821,C0021289,-0.06857124716043472
35,C0875614,C0008523,0.009005580097436905
36,C0260205,C0593573,-0.05727456510066986
37,C2293545,C1962961,0.051671117544174194
38,C2629681,C1152513,-0.08151132613420486
39,C1324877,C0013722,0.061643943190574646
40,C1831526,C0799458,0.0815235823392868
41,C2659423,C0482942,-0.05107744038105011
42,C2988613,C1634632,-0.08565855026245117
43,C1507964,C2503986,-0.014717835001647472
44,C3764754,C3172423,0.013848820701241493
45,C1315707,C0260694,0.18625381588935852
46,C2629002,C2736514,-0.09222795814275742
47,C1147060,C2386359,0.08743762224912643
48,C1383808,C0973769,0.05345259606838226
49,C1050879,C0224888,-0.0947868600487709
50,C2428626,C1147111,-0.10886216908693314
51,C1670095,C0001080,-0.010709729045629501
52,C1510475,C0365028,-0.07512927055358887
53,C0057693,C0796066,-0.028008243069052696
54,C2829390,C1415523,0.0797358825802803
55,C3402619,C3253634,0.055942654609680176
56,C0978650,C2694343,-0.08222135156393051
57,C1875889,C3962810,-0.014209085144102573
58,C3530961,C1910438,-0.016008326783776283
59,C3481737,C0801345,-0.04301480948925018
60,C1527983,C2401131,-0.015486130490899086
61,C2699119,C0021910,0.0494028702378273
62,C1239576,C4019316,0.3610781133174896
63,C2985586,C2828660,-0.025872481986880302
64,C0259969,C2641502,0.1341082602739334
65,C3482392,C1553214,0.03888925164937973
66,C1369545,C1946866,0.03417066112160683
67,C0486045,C0880015,-0.0054861679673194885
68,C2460557,C0967783,-0.09007508307695389
69,C3032585,C0484136,0.07450444996356964
70,C0027581,C2735986,1.2712692841887474E-4
71,C0399480,C2324142,0.045454081147909164
72,C0080264,C0006840,0.06094476580619812
73,C1545035,C3757922,-0.12115064263343811
74,C1276802,C2438097,0.06009812653064728
75,C2239747,C1146399,0.06706586480140686
76,C1147728,C2955479,0.1726861149072647
77,C1540541,C1051395,0.06801670789718628
78,C1333687,C0057877,0.057144612073898315
79,C2246261,C1524894,0.075718954205513
80,C3255703,C2917972,0.041202444583177567
81,C0353619,C0384719,-0.0036566155031323433
82,C3901246,C1609947,0.04936356097459793
83,C0995720,C1000489,0.0030536039266735315
84,C1044119,C2726940,-0.060028452426195145
85,C3620525,C0752180,0.06239614635705948
86,C0606985,C1464529,0.10301004350185394
87,C1489689,C3083311,-0.0010985895060002804
88,C2265666,C1114624,-0.012319295667111874
89,C3169733,C1517129,0.001534244162030518
90,C2699220,C0820408,-0.024258339777588844
91,C3004892,C0834349,0.07045798003673553
92,C1649986,C1262337,0.08447491377592087
93,C0238463,C3360945,-0.03946046531200409
94,C3439396,C2420798,0.03441094234585762
95,C1958758,C0794340,-0.01900799386203289
96,C0751074,C0647296,0.011826753616333008
97,C1475095,C0706992,0.04945240169763565
98,C2733784,C0014867,-0.08324603736400604
99,C2265216,C1865776,-0.03218775987625122
100,C1419237,C1412091,0.1707242727279663
101,C2923361,C2973005,0.06152978539466858
102,C1505615,C2377172,-0.14669930934906006
103,C2419284,C1023080,-0.14622731506824493
104,C0538460,C3233726,-0.01558047067373991
105,C1114548,C1249393,-0.0412980318069458
106,C0281706,C0598002,0.04313703998923302
107,C1525079,C1631077,-0.0702928826212883
108,C0881327,C2624506,-0.010535074397921562
109,C3823970,C3429582,-0.008043080568313599
110,C2735306,C2436904,0.07927177101373672
111,C2827716,C4037681,0.04871278628706932
112,C2534288,C2419469,0.21473334729671478
113,C3248398,C3362915,0.0034031942486763
114,C2952117,C3091855,-0.10381283611059189
115,C3891533,C0655538,0.11897463351488113
116,C2268622,C1551557,0.09299077838659286
117,C2807056,C3420384,0.0534898079931736
118,C3223755,C0826583,0.21023228764533997
119,C1414399,C1956000,-0.023689771071076393
120,C0651021,C2447157,5.331065622158349E-4
121,C0796671,C1949506,-0.001102095004171133
122,C1281139,C0689819,-0.01596885919570923
123,C0331409,C1199841,0.14910492300987244
124,C0787058,C1825283,0.07247607409954071
125,C2360505,C0482440,-0.09262137860059738
126,C3916420,C3244538,0.14713627099990845
127,C0648894,C3483531,-0.04953934997320175
128,C1626971,C1559489,-0.05299875885248184
129,C0804529,C3932717,0.05498011037707329
130,C3893994,C0304102,0.0164637491106987
131,C1005971,C3790764,-0.07235534489154816
132,C2603534,C0621329,0.004356731195002794
133,C3467898,C2564398,-0.06708938628435135
134,C0018784,C1714724,-0.046224795281887054
135,C0678783,C1334837,-0.13269490003585815
136,C1074022,C0129104,0.10991329699754715
137,C1586019,C2599275,0.08284357935190201
138,C0741729,C0030873,0.09982268512248993
139,C1031466,C0047748,0.08063945174217224
140,C3434865,C1147337,0.1155947670340538
141,C2401793,C0801976,-0.028389545157551765
142,C0944033,C1544524,-0.09782563894987106
143,C3954568,C3990865,0.1062779650092125
144,C3412666,C0678230,-0.05671792849898338
145,C3415058,C1720918,0.06694325059652328
146,C2572914,C0797452,0.011863060295581818
147,C1188342,C0708057,0.029445873573422432
148,C1864567,C0801455,-0.020811384543776512
149,C0446719,C2499787,-0.06500326842069626
150,C1157245,C0364990,-0.08006414771080017
151,C0797961,C1946521,0.08938881009817123
152,C3486315,C3540734,0.11952569335699081
153,C2484174,C2462571,-0.005733348894864321
154,C0818078,C0198160,-0.046711500734090805
155,C0450606,C3978678,NaN
156,C2446854,C2455427,0.11530885100364685
157,C0734218,C2948020,0.05574103444814682
158,C1016708,C0803672,0.0933937355875969
159,C4033268,C3470999,-0.012173979543149471
160,C2660621,C0796965,-0.02832007221877575
161,C2405190,C1714992,-0.01625622808933258
162,C3258310,C0086593,0.11773616820573807
163,C2375810,C3720975,-0.07626240700483322
164,C2702387,C1985770,-0.12213759869337082
165,C0916153,C1823938,0.18616989254951477
166,C2348308,C0505431,-0.030211377888917923
167,C1979142,C0499683,0.10068876296281815
168,C2813828,C3545695,-0.024757960811257362
169,C1422499,C1953583,0.11610294133424759
170,C2359814,C2734923,0.05308404564857483
171,C1973289,C3804688,-0.1462983936071396
172,C1151931,C0978283,0.014605503529310226
173,C3913844,C1120040,-0.12033557891845703
174,C2559894,C1315298,-0.10318416357040405
175,C3254485,C1384554,0.034076105803251266
176,C1882452,C2753496,0.06356944143772125
177,C0326951,C0829256,-0.07208768278360367
178,C0963696,C0189987,-0.0670701190829277
179,C1052499,C0003507,-0.013846082612872124
180,C3171806,C3136729,-0.03673475980758667
181,C1592653,C1259707,-0.0670681893825531
182,C3163059,C0280454,-0.017943628132343292
183,C3155945,C1014138,-0.01600048691034317
184,C3850010,C2615414,-0.030600357800722122
