rownum,CUI1,CUI2,ce
0,C1883335,C1738209,-0.03543359786272049
1,C1568684,C1209357,0.036729976534843445
2,C1382941,C3378713,-0.06348524987697601
3,C0485751,C2916993,-0.0649167001247406
4,C1315157,C1703476,0.012322292663156986
5,C1334310,C0358458,-0.05548841878771782
6,C2657225,C2360082,0.08436977118253708
7,C3156320,C0818149,-0.03834618628025055
8,C2607213,C3012660,0.028076522052288055
9,C1741745,C0796389,-0.06688842177391052
10,C0798948,C3658282,0.14492566883563995
11,C0647743,C2002074,0.10108037292957306
12,C3982742,C0232124,-0.1246270164847374
13,C3428444,C3322411,0.025637146085500717
14,C0804243,C3847422,0.05494705215096474
15,C0485463,C1157352,-0.07584216445684433
16,C3569086,C3952801,0.06642841547727585
17,C0034540,C3569575,-0.01632075011730194
18,C2428136,C0002573,-0.02042131870985031
19,C2986140,C0386058,0.13792410492897034
20,C1543872,C3375030,-0.14471396803855896
21,C1722391,C0331498,-0.08242684602737427
22,C1505239,C0366577,-0.06050201877951622
23,C0787020,C0018497,-0.06286833435297012
24,C2610682,C1999875,0.07240965962409973
25,C0687821,C1279956,-0.012613491155207157
26,C1143736,C2949881,0.0939503014087677
27,C0733383,C2384508,-0.006767943035811186
28,C1346290,C1990794,0.11689244955778122
29,C0302363,C3924734,-0.1286596804857254
30,C2649876,C2362605,-0.17161351442337036
31,C2645527,C0282312,-0.06281512975692749
32,C2942817,C0943721,-0.0940910205245018
33,C0039821,C3534718,0.15815137326717377
34,C3365344,C1355003,-0.008435706607997417
35,C0205394,C0503833,-0.09028281271457672
36,C1419310,C3654842,-0.017409322783350945
37,C2578591,C1990733,0.003973367623984814
38,C0367996,C0489398,0.07436878979206085
39,C1158447,C0931178,0.12612004578113556
40,C2682856,C3896023,0.06738251447677612
41,C2940784,C0939026,0.3200104236602783
42,C0882348,C1191224,0.012093613855540752
43,C3247665,C1559984,0.0941418707370758
44,C0265966,C3891678,0.11972348392009735
45,C1868682,C1113743,0.10165940225124359
46,C1873230,C0430594,0.07454165071249008
47,C2809310,C3812343,0.04044681042432785
48,C3738098,C1978516,-0.02449345774948597
49,C0942445,C0705909,0.09120897948741913
50,C0959645,C0595459,0.2346077263355255
51,C2598097,C1056049,0.010360770858824253
52,C0026187,C3392891,-0.05412302538752556
53,C0710255,C0078399,0.07369163632392883
54,C3925051,C0616843,0.06313824653625488
55,C2735564,C1101477,0.14523181319236755
56,C1544210,C1052560,0.0017586728790774941
57,C3227437,C0393547,0.010473089292645454
58,C1075005,C1693842,-0.027908947318792343
59,C0482554,C1819186,0.11522257328033447
60,C2361222,C3034953,0.02072836458683014
61,C1054876,C0951381,0.12576894462108612
62,C0980506,C1332097,0.12076526880264282
63,C0521213,C1544327,0.1558082550764084
64,C1513237,C0023607,-0.06156986206769943
65,C1978355,C1245344,-0.014804793521761894
66,C0903808,C3807357,0.12998421490192413
67,C1150382,C3117133,-0.10761929303407669
68,C3246449,C3891774,0.051283154636621475
69,C0175426,C0017920,0.011633452028036118
70,C1924185,C1524210,-0.06350495666265488
71,C1526599,C0260069,0.07565432786941528
72,C0748852,C3106898,-0.0252121202647686
73,C2286778,C1481380,0.09498117119073868
74,C0925832,C0598696,-0.01619555614888668
75,C0939133,C1518051,-0.07450944930315018
76,C2452949,C1140680,-0.10215070098638535
77,C1153097,C1565989,0.1107020154595375
78,C3894044,C1513692,-0.02268819510936737
79,C0943530,C3911594,-0.036140669137239456
80,C2719778,C2826825,-0.026900330558419228
81,C3813764,C0798442,-0.08179997652769089
82,C0550610,C1547102,-0.20471064746379852
83,C0978471,C1864010,0.07445241510868073
84,C3168409,C3036448,-0.06748252362012863
85,C3276821,C2735319,0.0019105642568320036
86,C0656326,C3898195,0.022733114659786224
87,C0034524,C0756892,0.08470296859741211
88,C1171168,C2498052,0.027815742418169975
89,C0485640,C0365638,0.05386508256196976
90,C0484464,C1155828,-0.06398148834705353
91,C3850342,C1315703,-0.018589109182357788
92,C1710659,C2747769,-0.008618214167654514
93,C3822831,C0483719,7.650722982361913E-4
94,C0600282,C2936250,0.010815294459462166
95,C0328198,C3534408,0.06598789989948273
96,C2969952,C1848571,0.014450257644057274
97,C1124479,C1414298,-0.015673255547881126
98,C3887516,C0521471,0.04097297415137291
99,C0030078,C0215848,-0.08923611789941788
100,C3596897,C2099487,-0.04252387210726738
101,C1935636,C1952631,0.0504889078438282
102,C1202225,C2446423,3.109452372882515E-4
103,C0008671,C2268574,0.03314119204878807
104,C0040671,C1085317,0.027757981792092323
105,C2954405,C0062023,0.023919830098748207
106,C1672574,C1952688,-0.06521124392747879
107,C2425759,C3025739,-0.052174147218465805
108,C1113954,C3760662,0.08285766839981079
109,C1954861,C4046617,-0.060774918645620346
110,C1925929,C2503358,0.006837347522377968
111,C0541816,C0475732,0.05312243849039078
112,C1147561,C2277695,0.1182088553905487
113,C2607011,C0013856,0.05059284344315529
114,C0085111,C1087394,-0.07389111816883087
115,C1136152,C3895332,0.16074956953525543
116,C3915269,C0018862,-0.004855762235820293
117,C1675445,C0800759,0.14260970056056976
118,C0261059,C1717406,-0.03401044011116028
119,C1941392,C0161803,0.017543550580739975
120,C2821897,C0270847,-0.06995721161365509
121,C3407547,C0002875,0.0016119075007736683
122,C2701281,C3832820,0.25808680057525635
123,C1326553,C0801767,-9.437704284209758E-5
124,C0010850,C1715840,0.02856961078941822
125,C1307172,C3533788,-0.10498557239770889
126,C2829431,C3570763,0.053640950471162796
127,C0551958,C0689763,0.09205420315265656
128,C1063706,C1424761,-0.014651909470558167
129,C2685661,C3489983,0.07251331210136414
130,C0177300,C2279102,-0.02637622132897377
131,C1636643,C0942805,-0.09948980808258057
132,C1653510,C1212385,0.14026737213134766
133,C3737041,C1567799,0.020419679582118988
134,C3618452,C3571252,-0.10578390210866928
135,C3409655,C1463580,0.06561139225959778
136,C2399937,C3263049,0.007182675879448652
137,C0366442,C3339160,-0.07739612460136414
138,C0482079,C3816131,-0.04498554393649101
139,C2818436,C0023532,-0.12777665257453918
140,C3483044,C0008559,0.08430657535791397
141,C1182318,C1824201,-0.025438353419303894
142,C2518692,C2997427,0.028977524489164352
143,C1114359,C3857386,-0.08702348917722702
144,C3278897,C0869501,0.1219206228852272
145,C1657760,C0206179,0.01248826552182436
146,C0827732,C2360685,-0.022561825811862946
147,C4027249,C2694957,0.00992805790156126
148,C1519634,C3821688,0.02212989330291748
149,C3699221,C1524268,-0.05119426175951958
150,C3904890,C1154741,0.06845677644014359
151,C2969946,C0612896,0.16795280575752258
152,C2780470,C0925002,-0.10778643190860748
153,C3596282,C1670561,0.05167018249630928
154,C2670368,C0880267,0.001348330290056765
155,C0981555,C0712824,0.14653421938419342
156,C1738885,C3165668,-0.07414296269416809
157,C1439862,C0883205,0.1034582257270813
158,C0503457,C2970662,0.08694083243608475
159,C0804048,C0042944,-0.05225516855716705
160,C1050319,C2295522,-0.023207934573292732
161,C1342847,C1635818,-0.01646406389772892
162,C1544142,C0802091,0.21168899536132812
163,C0329178,C0149782,-0.08064043521881104
164,C3360922,C1569311,-0.024293601512908936
165,C0383442,C3608959,-0.05036574602127075
166,C2787216,C1206226,0.17969681322574615
167,C3739861,C0278652,-0.017598677426576614
168,C1369518,C3633042,-0.009248582646250725
169,C1567121,C0253664,0.0850483700633049
170,C2240574,C2732143,0.38145023584365845
171,C0942711,C3494255,-0.07058150321245193
172,C3561603,C3395993,0.2556569278240204
173,C1369466,C0798259,-0.025242745876312256
174,C2403151,C1421243,-0.03378381207585335
175,C1676180,C3243730,0.05049151927232742
176,C1015635,C1067075,0.022892819717526436
177,C3974226,C0526147,0.018076743930578232
178,C0991827,C1419234,-0.1053246483206749
179,C1113807,C1336182,-0.11888043582439423
180,C2701781,C3112610,0.03352735936641693
181,C0391160,C2360326,0.09056922793388367
182,C1649538,C3609621,0.06670945137739182
183,C3248712,C1062437,-0.013430663384497166
184,C0162303,C0666904,-0.057643644511699677
185,C2924284,C1311781,0.03718980774283409
186,C0393047,C2606309,0.01609572023153305
187,C3887683,C3884274,0.052259281277656555
188,C3168383,C1883607,-0.020514139905571938
189,C1148064,C0026609,-0.05754408612847328
190,C3158799,C0550757,0.06783661246299744
191,C0483860,C3811690,-0.0034631609451025724
192,C1524386,C1525758,0.12064235657453537
193,C3106105,C3428706,0.012700649909675121
194,C0149761,C0486317,0.06659680604934692
195,C2628238,C2282136,0.12559840083122253
196,C1688975,C0826235,0.06734052300453186
197,C0944416,C1948024,-0.013022980652749538
198,C1308454,C3030348,-0.1032240018248558
199,C1572305,C1710891,0.03480000048875809
200,C2606824,C1884938,0.05567805469036102
201,C0282616,C3623751,0.09389937669038773
202,C2634976,C0050145,0.045166097581386566
203,C3332318,C1627014,0.12891826033592224
204,C1307175,C0652816,0.11019693315029144
205,C0924016,C2240151,0.09107177704572678
206,C3754112,C3071514,2.262803036501282E-6
207,C1507534,C3660261,-0.025873716920614243
