rownum,CUI1,CUI2,ce
0,C0035078,C0035078,1.0
1,C0018787,C0027061,0.18592657148838043
2,C0038454,C0021308,0.3356010913848877
3,C0156543,C0000786,0.1425645649433136
4,C0011253,C0036341,0.2050478160381317
5,C0018802,C0034063,0.29976406693458557
6,C0027627,C0001418,0.2629208266735077
7,C0175895,C0009814,0.22917479276657104
8,C0011991,C0344375,0.06308625638484955
9,C0026269,C0004238,0.10098325461149216
10,C0024117,C0024109,0.008918840438127518
11,C0003873,C0409974,0.31615161895751953
12,C0006118,C0151699,-0.010704869404435158
13,C0007286,C0029408,0.22363071143627167
14,C0011849,C0020538,0.38820603489875793
15,C0702166,C0039142,-0.08460566401481628
16,C0003232,C0020517,-0.05171880125999451
17,C0010137,C0086511,0.04049118608236313
18,C0034065,C0027051,0.1773788183927536
19,C0034069,C0242379,0.19292695820331573
20,C0206698,C0009378,0.06316516548395157
21,C0333997,C0007107,0.026037950068712234
22,C0026769,C0033975,0.17122381925582886
23,C0003615,C0029456,0.16145390272140503
24,C0034877,C0003483,0.07871963828802109
25,C0043352,C0023891,0.08291518688201904
26,C0030920,C0027092,-0.09696713835000992
27,C0011581,C0007642,-0.061532970517873764
28,C0042345,C0224701,-0.04981670156121254
29,C0020473,C0027627,0.07589814811944962
