rownum,CUI1,CUI2,ce
0,C1883335,C1738209,-0.0526495985686779
1,C1568684,C1209357,0.02482842281460762
2,C1382941,C3378713,-0.056502677500247955
3,C0485751,C2916993,-0.15593330562114716
4,C1315157,C1703476,-0.09324353188276291
5,C1334310,C0358458,0.14517593383789062
6,C2657225,C2360082,-0.012365322560071945
7,C3156320,C0818149,-0.11703597754240036
8,C2607213,C3012660,-0.005409063305705786
9,C1741745,C0796389,-0.09874646365642548
10,C0798948,C3658282,0.048528172075748444
11,C0647743,C2002074,0.32857584953308105
12,C3982742,C0232124,-0.5443334579467773
13,C3428444,C3322411,0.7593087553977966
14,C0804243,C3847422,0.05801073834300041
15,C0485463,C1157352,0.6384803652763367
16,C3569086,C3952801,0.15270882844924927
17,C0034540,C3569575,-0.159256249666214
18,C2428136,C0002573,-0.007835577242076397
19,C2986140,C0386058,0.050799623131752014
20,C1543872,C3375030,-0.005829338449984789
21,C1722391,C0331498,-0.13706658780574799
22,C1505239,C0366577,0.16532747447490692
23,C0787020,C0018497,0.19549915194511414
24,C2610682,C1999875,0.024289486929774284
25,C0687821,C1279956,0.02056536078453064
26,C1143736,C2949881,-0.009957407601177692
27,C0733383,C2384508,0.08011136949062347
28,C1346290,C1990794,0.04969172552227974
29,C0302363,C3924734,-0.10740315914154053
30,C2649876,C2362605,0.0014745433581992984
31,C2645527,C0282312,-0.010629599913954735
32,C2942817,C0943721,0.07453250139951706
33,C0039821,C3534718,0.14488179981708527
34,C3365344,C1355003,-0.019481267780065536
35,C0205394,C0503833,-6.459318683482707E-4
36,C1419310,C3654842,-0.13094797730445862
37,C2578591,C1990733,0.03797069564461708
38,C0367996,C0489398,0.021338460966944695
39,C1158447,C0931178,0.0062368400394916534
40,C2682856,C3896023,0.001858116709627211
41,C2940784,C0939026,0.03956393152475357
42,C0882348,C1191224,0.07224608212709427
43,C3247665,C1559984,0.028430204838514328
44,C0265966,C3891678,0.14540807902812958
45,C1868682,C1113743,0.01977749913930893
46,C1873230,C0430594,0.02963390201330185
47,C2809310,C3812343,-0.032494667917490005
