rownum,CUI1,CUI2,ce
0,C1883335,C1738209,0.03525133058428764
1,C1568684,C1209357,0.012863547541201115
2,C1382941,C3378713,-0.1028500348329544
3,C0485751,C2916993,0.04926924780011177
4,C1315157,C1703476,-0.043318696320056915
5,C1334310,C0358458,-0.07675871253013611
6,C2657225,C2360082,0.0060146888718008995
7,C3156320,C0818149,-0.10112210363149643
8,C2607213,C3012660,0.052376002073287964
9,C1741745,C0796389,-0.11143425852060318
10,C0798948,C3658282,0.11106991767883301
11,C0647743,C2002074,0.15548044443130493
12,C3982742,C0232124,-0.03489763289690018
13,C3428444,C3322411,0.0548107847571373
14,C0804243,C3847422,0.04253547266125679
15,C0485463,C1157352,-0.08644251525402069
16,C3569086,C3952801,0.23173640668392181
17,C0034540,C3569575,0.020525000989437103
18,C2428136,C0002573,0.007851324044167995
19,C2986140,C0386058,0.08125463873147964
20,C1543872,C3375030,-0.0439034104347229
21,C1722391,C0331498,-0.01918557658791542
22,C1505239,C0366577,-0.05311335623264313
23,C0787020,C0018497,0.049260303378105164
24,C2610682,C1999875,0.02774028852581978
25,C0687821,C1279956,-0.0351974293589592
26,C1143736,C2949881,0.13257668912410736
27,C0733383,C2384508,-0.011096443049609661
28,C1346290,C1990794,0.06477811932563782
29,C0302363,C3924734,-0.052438609302043915
30,C2649876,C2362605,-0.16477805376052856
31,C2645527,C0282312,-0.10704667121171951
32,C2942817,C0943721,-0.042563047260046005
33,C0039821,C3534718,0.07158458232879639
34,C3365344,C1355003,0.02977141924202442
35,C0205394,C0503833,-0.08095471560955048
36,C1419310,C3654842,-0.012320677749812603
37,C2578591,C1990733,0.005635133478790522
38,C0367996,C0489398,0.08627884089946747
39,C1158447,C0931178,0.1254698485136032
40,C2682856,C3896023,0.0330737866461277
41,C2940784,C0939026,0.40434712171554565
42,C0882348,C1191224,0.07526783645153046
43,C3247665,C1559984,0.11540459841489792
44,C0265966,C3891678,0.08329421281814575
45,C1868682,C1113743,0.09699643403291702
46,C1873230,C0430594,0.0843888372182846
47,C2809310,C3812343,0.007373303174972534
48,C3738098,C1978516,-0.07257877290248871
49,C0942445,C0705909,0.1448400318622589
50,C0959645,C0595459,0.1888473927974701
51,C2598097,C1056049,-0.07433188706636429
52,C0026187,C3392891,-0.10881826281547546
53,C0710255,C0078399,0.01991281285881996
54,C3925051,C0616843,0.1173141822218895
55,C2735564,C1101477,0.11874469369649887
56,C1544210,C1052560,-0.07464618235826492
57,C3227437,C0393547,0.033303152769804
58,C1075005,C1693842,-0.04882098734378815
59,C0482554,C1819186,0.16965951025485992
60,C2361222,C3034953,0.18168212473392487
61,C1054876,C0951381,0.16633503139019012
62,C0980506,C1332097,0.09883033484220505
63,C0521213,C1544327,0.08447790145874023
64,C1513237,C0023607,-0.04997531324625015
65,C1978355,C1245344,0.0038979770615696907
66,C0903808,C3807357,0.16261902451515198
67,C1150382,C3117133,-0.15731124579906464
68,C3246449,C3891774,0.04890627786517143
69,C0175426,C0017920,-0.015445989556610584
70,C1924185,C1524210,0.1130795031785965
71,C1526599,C0260069,0.06643769145011902
72,C0748852,C3106898,-0.02736685611307621
73,C2286778,C1481380,0.11178374290466309
74,C0925832,C0598696,-0.0883357971906662
75,C0939133,C1518051,-0.05869194492697716
76,C2452949,C1140680,-0.12417436391115189
77,C1153097,C1565989,0.05989985167980194
78,C3894044,C1513692,0.052010487765073776
79,C0943530,C3911594,-0.19529947638511658
80,C2719778,C2826825,0.07941651344299316
81,C3813764,C0798442,-0.18735721707344055
82,C0550610,C1547102,-0.08573101460933685
83,C0978471,C1864010,0.10676977038383484
84,C3168409,C3036448,-0.03907356783747673
85,C3276821,C2735319,-0.019093211740255356
86,C0656326,C3898195,-0.018733832985162735
87,C0034524,C0756892,0.03828570246696472
88,C1171168,C2498052,0.029299860820174217
89,C0485640,C0365638,0.00479065952822566
90,C0484464,C1155828,-0.05544606223702431
91,C3850342,C1315703,-0.05622190609574318
92,C1710659,C2747769,0.016663789749145508
93,C3822831,C0483719,-0.04961897432804108
94,C0600282,C2936250,-0.04302379488945007
95,C0328198,C3534408,0.12328333407640457
96,C2969952,C1848571,0.02761583775281906
97,C1124479,C1414298,-0.06376205384731293
98,C3887516,C0521471,0.03227375075221062
99,C0030078,C0215848,-0.1032729223370552
100,C3596897,C2099487,0.010027346201241016
101,C1935636,C1952631,0.03639150783419609
102,C1202225,C2446423,-0.11529628932476044
103,C0008671,C2268574,-6.5384223125875E-4
104,C0040671,C1085317,-0.015992041677236557
105,C2954405,C0062023,0.10398850589990616
106,C1672574,C1952688,-0.06367411464452744
107,C2425759,C3025739,-0.02128422074019909
108,C1113954,C3760662,0.032297201454639435
109,C1954861,C4046617,-0.005077016074210405
110,C1925929,C2503358,0.045491088181734085
111,C0541816,C0475732,0.10969316959381104
112,C1147561,C2277695,0.11062535643577576
113,C2607011,C0013856,0.008286668919026852
114,C0085111,C1087394,-0.1499681919813156
115,C1136152,C3895332,0.220579132437706
116,C3915269,C0018862,-0.01850896328687668
117,C1675445,C0800759,0.11908796429634094
118,C0261059,C1717406,-0.13064289093017578
119,C1941392,C0161803,-0.0011868210276588798
120,C2821897,C0270847,-0.08609301596879959
121,C3407547,C0002875,0.0707274004817009
122,C2701281,C3832820,0.3482551574707031
123,C1326553,C0801767,0.020205115899443626
124,C0010850,C1715840,-0.014292535372078419
125,C1307172,C3533788,-0.12365450710058212
126,C2829431,C3570763,0.09044647216796875
127,C0551958,C0689763,0.03322010487318039
128,C1063706,C1424761,-0.05941661819815636
129,C2685661,C3489983,0.013457942754030228
130,C0177300,C2279102,-0.013981754891574383
131,C1636643,C0942805,0.030853165313601494
132,C1653510,C1212385,0.1604032665491104
133,C3737041,C1567799,-0.1354299634695053
134,C3618452,C3571252,-0.1208781972527504
135,C3409655,C1463580,0.09459362179040909
136,C2399937,C3263049,-0.0024913738016039133
137,C0366442,C3339160,-0.16196006536483765
138,C0482079,C3816131,0.10783535242080688
139,C2818436,C0023532,-0.04427890479564667
140,C3483044,C0008559,0.012141016311943531
141,C1182318,C1824201,-0.11389222741127014
142,C2518692,C2997427,0.05549177527427673
143,C1114359,C3857386,-0.08338186889886856
144,C3278897,C0869501,0.1024409830570221
145,C1657760,C0206179,0.015614728443324566
146,C0827732,C2360685,0.026364916935563087
147,C4027249,C2694957,-0.024327388033270836
148,C1519634,C3821688,-0.08528977632522583
149,C3699221,C1524268,-0.027438856661319733
150,C3904890,C1154741,0.07256410270929337
151,C2969946,C0612896,0.16021522879600525
152,C2780470,C0925002,-0.04463345557451248
153,C3596282,C1670561,0.06419198215007782
154,C2670368,C0880267,-0.07110130041837692
155,C0981555,C0712824,0.11335370689630508
156,C1738885,C3165668,-0.08140699565410614
157,C1439862,C0883205,0.06682390719652176
158,C0503457,C2970662,-0.01009360607713461
159,C0804048,C0042944,0.009304610081017017
160,C1050319,C2295522,0.00822264514863491
161,C1342847,C1635818,0.06969451159238815
162,C1544142,C0802091,0.19184060394763947
163,C0329178,C0149782,-0.06665994971990585
164,C3360922,C1569311,-0.040548089891672134
165,C0383442,C3608959,-0.05620425194501877
166,C2787216,C1206226,0.13436929881572723
167,C3739861,C0278652,0.06233825162053108
168,C1369518,C3633042,0.008653951808810234
169,C1567121,C0253664,0.11517105996608734
170,C2240574,C2732143,0.4079305827617645
171,C0942711,C3494255,-0.20362769067287445
172,C3561603,C3395993,0.22482478618621826
173,C1369466,C0798259,-0.05525130033493042
174,C2403151,C1421243,-0.03808030113577843
175,C1676180,C3243730,0.061031654477119446
176,C1015635,C1067075,0.05198361352086067
177,C3974226,C0526147,0.022410621866583824
178,C0991827,C1419234,-0.04085725545883179
179,C1113807,C1336182,-0.05892829969525337
180,C2701781,C3112610,0.02651357464492321
181,C0391160,C2360326,0.1543661504983902
182,C1649538,C3609621,0.07159494608640671
183,C3248712,C1062437,-0.03561015427112579
184,C0162303,C0666904,-0.01652522198855877
185,C2924284,C1311781,0.11679600179195404
186,C0393047,C2606309,-0.0018634082516655326
187,C3887683,C3884274,0.07529707252979279
188,C3168383,C1883607,0.03537066653370857
189,C1148064,C0026609,-0.0037980228662490845
190,C3158799,C0550757,0.05053378641605377
191,C0483860,C3811690,0.05845053493976593
