rownum,CUI1,CUI2,ce
0,C2310905,C0078253,0.11614811420440674
1,C3933899,C3700664,-0.0438988134264946
2,C0936559,C1508030,-0.0022432496771216393
3,C1014956,C0889603,0.06012032553553581
4,C3378482,C1251982,-0.029967160895466805
5,C3870462,C1151417,0.09398612380027771
6,C1548321,C3280900,0.07094091922044754
7,C3642224,C4015031,0.13690146803855896
8,C1516503,C2934361,0.0010034380247816443
9,C3583510,C3993426,-0.14857982099056244
10,C1715660,C1717270,0.08495207875967026
11,C3956257,C1863203,0.13141798973083496
12,C0364185,C0049260,0.0598183237016201
13,C0158983,C0375189,0.05412403866648674
14,C1525573,C3552479,0.06622806191444397
15,C2747668,C0721184,0.011560075916349888
16,C2667095,C2918318,0.05671839043498039
17,C2461916,C2280690,0.035825032740831375
18,C1719618,C0674332,-0.12429815530776978
19,C2313654,C3539569,0.029214588925242424
20,C0057921,C1040229,-0.07944934815168381
21,C2394037,C3401956,-0.11600430309772491
22,C0025218,C0797910,0.07276953011751175
23,C4002407,C0600622,-0.11291826516389847
24,C1351893,C1461243,0.06858940422534943
25,C3240329,C3006403,-0.03552493825554848
26,C0951496,C1716150,-0.07455591857433319
27,C0860437,C1526079,-0.11985814571380615
28,C3846974,C2694544,0.004717404022812843
29,C3249203,C3029642,-0.01618495211005211
30,C0053026,C2936400,-0.17914295196533203
31,C0488534,C3194762,-0.0064244456589221954
32,C1884587,C2791623,-0.0011504869908094406
33,C1599362,C1537844,-0.031169578433036804
34,C1227539,C3155588,-0.07135108858346939
35,C1858127,C3896085,0.037335511296987534
36,C2108107,C2304070,-0.036040183156728745
37,C3481866,C3194692,0.11255618184804916
38,C1543007,C1149732,0.0952647477388382
39,C0600607,C1066882,-0.05254398286342621
40,C1372662,C2348109,0.08396205306053162
41,C0296573,C0489447,-0.09160187840461731
42,C0766530,C3268119,0.043962761759757996
43,C3360560,C1185518,0.06520511209964752
44,C1566921,C2722017,0.06272578239440918
45,C0652222,C0366613,0.0907217264175415
46,C1507962,C0280210,-0.07172328233718872
47,C2806651,C3820319,-0.023269005119800568
48,C0809849,C0694411,-0.028531841933727264
49,C3559505,C3794980,0.1960483193397522
50,C1122217,C0905393,0.21573860943317413
51,C1537911,C3806457,-0.03644677624106407
52,C2784554,C2607493,0.269645094871521
53,C1859298,C3095415,-0.003274034708738327
54,C0296498,C1198816,0.06512059271335602
55,C0362994,C2707246,-0.020294923335313797
56,C1959635,C3269987,0.0051337541081011295
57,C0010351,C3613558,-0.08004870265722275
